date,RF,MKT,SMB,HML,UMD
1995/11/7,0.000182,-0.006726816,0.000682642,-0.000139341,0.00197137
1995/11/8,0.000182,-0.021814925,0.000556267,-0.002113005,-0.005987343
1995/11/9,0.000182,0.001037751,-0.004642844,-0.005234495,-0.006124962
1995/11/10,0.000182,-0.004235827,0.002238292,-0.00469409,-0.002488449
1995/11/13,0.000182,-0.025405117,0.004967146,-0.01765102,-0.00990057
1995/11/14,0.000182,0.001072161,0.001844818,-0.007547552,-0.001463353
1995/11/15,0.000182,0.006239145,-0.000489788,0.00782203,-0.001659551
1995/11/16,0.000182,-0.012628048,0.001348005,-0.002405876,-0.004113306
1995/11/17,0.000182,-0.005380845,0.004648982,0.000971126,-0.005363241
1995/11/20,0.000182,-0.000285713,0.004590932,-0.003947961,-0.005093074
1995/11/21,0.000182,0.004656713,0.001778902,0.004582906,-0.001182331
1995/11/22,0.000182,-0.019480727,-0.001929797,-0.012371578,-0.006118245
1995/11/23,0.000182,-0.005922094,-0.000253106,-0.006806947,-0.004517786
1995/11/24,0.000182,0.001958177,0.002514016,-0.007529458,-0.00378548
1995/11/27,0.000182,-0.017332413,0.006848447,-0.0174048,-0.010814138
1995/11/28,0.000182,0.008074897,-0.000108624,-0.000205248,0.010461783
1995/11/29,0.000182,-0.015648061,-2.80E-05,-0.009352617,-0.005408158
1995/11/30,0.000182,-0.000659373,-0.000215162,-0.008865896,0.002945259
1995/12/1,0.000182,-0.008317209,-0.000197577,0.002443212,-0.004394332
1995/12/4,0.000182,0.001032223,-0.002174559,0.002562956,0.003047082
1995/12/5,0.000182,0.00356378,0.000107945,0.005157761,0.001616836
1995/12/6,0.000182,-0.010586967,0.001839069,-0.006379374,-0.007281057
1995/12/7,0.000182,0.005364971,-0.001927754,0.008283673,0.005071041
1995/12/8,0.000182,0.006481564,0.001087873,0.006967348,0.008074937
1995/12/11,0.000182,-0.022890625,0.001914449,-0.009212364,-0.011853366
1995/12/12,0.000182,0.017132161,0.012507595,-0.018825131,0.001969852
1995/12/13,0.000182,-0.023181734,0.000339905,0.010027612,-0.004154167
1995/12/14,0.000182,-7.91E-05,-0.003555826,0.004791078,0.006399216
1995/12/15,0.000182,-0.01458006,0.002771467,-0.004379256,-0.006175028
1995/12/18,0.000182,-0.020565757,0.002773498,-0.006100858,0.00255837
1995/12/19,0.000182,-0.000382891,-0.000845734,0.003015484,0.000396528
1995/12/20,0.000182,0.013861785,-0.002956794,0.007730606,0.005246442
1995/12/21,0.000182,-0.00655983,0.000602513,-0.000585079,0.003080296
1995/12/22,0.000182,-0.004107922,-0.000572795,0.001548357,-0.001331376
1995/12/25,0.000182,-0.023767674,0.000382875,0.002534854,0.000251048
1995/12/26,0.000182,-0.012312178,-0.001509201,0.003854476,-0.005385296
1995/12/27,0.000182,-0.003050947,-0.001628193,0.008340059,0.000261973
1995/12/28,0.000182,-0.02191005,0.000686354,-0.010627076,-0.010261084
1995/12/29,0.000182,0.001899435,-0.007265651,0.004778521,-0.002243215
1996/1/2,0.000182,-0.03201287,-0.003952617,0.000516263,-0.005927967
1996/1/3,0.000182,0.005529692,-0.004810855,0.006992296,0.008470476
1996/1/4,0.000182,0.026808491,0.000485443,0.017259791,0.013891826
1996/1/5,0.000182,-0.036676311,0.000973537,-0.012711133,-0.011991658
1996/1/8,0.000182,0.003196216,-0.002896207,0.018762576,0.012163374
1996/1/9,0.000182,0.031800809,0.001498302,0.014383219,0.01492087
1996/1/10,0.000182,-0.02015967,-0.001689412,0.004562565,0.004230728
1996/1/11,0.000182,-0.003235658,-0.001325165,0.002596941,0.004903369
1996/1/12,0.000182,0.002997907,-0.002360098,0.004594683,-0.003382273
1996/1/15,0.000182,0.003245134,0.002279462,0.000545506,0.003128355
1996/1/16,0.000182,-0.004944029,0.000872069,-0.006596358,-0.006419886
1996/1/17,0.000182,-0.016527133,-0.004248036,-0.002292488,-0.00877478
1996/1/18,0.000182,-0.034194249,-0.000790028,0.001066335,-0.004644857
1996/1/19,0.000182,0.00970467,-0.000968574,0.014225922,0.015906129
1996/1/22,0.000182,-0.01389761,-0.000546991,0.002127397,0.000847813
1996/1/23,0.000182,0.005513034,0.001829505,0.004318789,0.005341413
1996/1/24,0.000182,0.005300628,0.001923534,0.005234682,0.005455201
1996/1/25,0.000182,-0.002240227,0.001674608,0.0066974,0.005611949
1996/1/26,0.000182,0.011480253,0.002509747,0.004435576,-0.005185733
1996/1/29,0.000182,0.006147427,-0.000380106,0.001947131,0.004660505
1996/1/30,0.000182,0.00587129,0.000255687,0.00570145,0.004751066
1996/1/31,0.000182,0.006977526,-4.96E-05,0.004337096,0.00784828
1996/2/1,0.000182,-0.000339997,0.001826142,-0.003443277,-0.004891544
1996/2/2,0.000182,-0.003120575,-0.006701634,-0.009526815,-0.001437859
1996/2/5,0.000182,-0.022011255,-0.003176532,-0.00806551,-0.01213711
1996/2/6,0.000182,-0.003967101,-0.000515426,0.002754859,0.000800219
1996/2/7,0.000182,0.004528559,-0.00119117,0.006116796,0.003504795
1996/2/8,0.000182,-0.003737054,-0.000938036,-0.005008987,-0.004214447
1996/2/9,0.000182,0.007196129,0.000231286,-0.00175716,-0.003062861
1996/2/12,0.000182,0.001601557,0.000498406,0.000652286,-0.001936611
1996/2/13,0.000182,0.010767556,0.001487999,0.005181305,-0.006907967
1996/2/14,0.000182,-0.002875547,-0.002989444,-0.005579568,0.004966615
1996/2/15,0.000182,0.015034784,0.001642593,-0.002379249,0.001817473
1996/2/16,0.000182,0.028266589,0.000589076,-0.016694141,0.001252638
1996/3/4,0.000182,0.079354313,-0.000343007,-0.010618449,0.015296862
1996/3/5,0.000182,-0.028826077,0.000775943,0.016089258,0.001747558
1996/3/6,0.000182,-0.043829275,0.000432421,0.001809556,-0.003508239
1996/3/7,0.000182,0.016085727,-0.004624125,0.004664349,0.005278455
1996/3/8,0.000182,0.008338119,-0.00497249,-0.016290343,0.00060124
1996/3/11,0.000182,-0.009894729,0.002784075,0.00196573,0.009565618
1996/3/12,0.000182,-0.006250683,0.001863712,0.002469577,0.002091968
1996/3/13,0.000182,-0.000930266,0.000722658,0.00260249,-0.000852986
1996/3/14,0.000182,0.000344071,-0.002006254,-0.000460918,-0.005738329
1996/3/15,0.000182,-0.000561526,0.004554319,0.002092441,-0.000707007
1996/3/18,0.000182,0.008157546,-0.002231284,0.00517293,0.006765897
1996/3/19,0.000182,-0.001998452,-0.001269716,-0.002445898,-0.002498309
1996/3/20,0.000182,0.004175975,0.000509976,0.002684278,0.001636198
1996/3/21,0.000182,0.001046301,-0.000882868,-0.000583037,-0.002888895
1996/3/22,0.000182,0.002435364,0.004414118,0.005706624,-0.002881009
1996/3/25,0.000182,0.000455674,0.002879458,0.002391461,0.004088525
1996/3/26,0.000182,-0.010845602,-0.000323689,-0.003632379,-0.005412962
1996/3/27,0.000182,-0.003205077,-0.001924399,0.002480252,0.002767742
1996/3/28,0.000182,-0.012504357,0.001581122,-0.00371387,-0.007355286
1996/3/29,0.000182,0.005332392,-0.003644274,-0.004199011,-0.00061246
1996/4/1,0.000182,0.017513547,0.002011122,-0.030624117,-0.008577759
1996/4/2,0.000182,-0.015662796,0.001396432,0.007875051,0.003739792
1996/4/3,0.000182,0.006339996,0.001160992,-0.005596761,0.000383286
1996/4/4,0.000182,0.00721476,-0.002755039,-0.004177563,-0.001552506
1996/4/5,0.000182,0.032563548,0.00095196,-0.018046178,-0.01084478
1996/4/8,0.000182,0.002406841,0.002235318,0.004872094,-0.009166293
1996/4/9,0.000182,-0.005810716,0.002873402,0.004256169,0.000147587
1996/4/10,0.000182,0.003118558,0.0037601,-0.002282398,-0.001072259
1996/4/11,0.000182,0.008285529,-0.001158345,-0.00192224,-0.009161195
1996/4/12,0.000182,0.008185216,-0.000802958,-0.003718278,-0.00458262
1996/4/15,0.000182,0.00127511,0.001254371,0.011587331,-0.00660624
1996/4/16,0.000182,0.014269808,0.005268493,0.013969258,-0.007606005
1996/4/17,0.000182,0.001393948,-0.001051336,-0.010491018,0.004486563
1996/4/18,0.000182,0.015609937,0.004624794,0.013646801,-0.002701493
1996/4/19,0.000182,0.021613001,0.000297696,-0.017615518,0.004372151
1996/4/22,0.000182,-0.00058839,0.005834065,0.020707189,0.001873407
1996/4/23,0.000182,0.021034473,0.007525883,0.021226945,-0.005711854
1996/4/24,0.000182,0.067478921,0.00202887,0.020366271,0.009224379
1996/4/25,0.000182,-0.025045158,-0.010739471,-0.033726657,-0.004324422
1996/4/26,0.000182,0.095395898,-0.016566799,0.00093566,-0.020226245
1996/4/29,0.000182,0.055118246,0.008625324,0.007528106,-0.009505119
1996/4/30,0.000182,-0.066561763,-0.004786809,0.028246529,-0.005778655
1996/5/2,0.000133,-0.038442492,-0.005591199,0.007957784,0.003194872
1996/5/3,0.000133,-0.007087009,-0.004669709,-0.000536157,0.004319492
1996/5/6,0.000133,0.040944221,-0.012044815,0.054843441,0.0015217
1996/5/7,0.000133,-0.011147829,0.000456048,0.003776439,-0.002748961
1996/5/8,0.000133,-0.007241805,-0.00527964,-0.015728949,0.012032788
1996/5/9,0.000133,-0.012057606,-0.003335206,-0.016570024,0.003671029
1996/5/10,0.000133,0.002500664,-0.007440109,0.002273995,0.008464331
1996/5/13,0.000133,0.018291114,-0.001428967,0.031956182,-0.008404915
1996/5/14,0.000133,-0.00357679,-0.002696036,-0.006739399,0.005440426
1996/5/15,0.000133,0.032668397,-0.009112012,0.024813438,-0.001108614
1996/5/16,0.000133,0.009147353,0.003830161,0.02373329,-0.011888584
1996/5/17,0.000133,0.041657073,-0.011182925,-0.022400376,-0.006746086
1996/5/20,0.000133,-0.009022753,0.015018041,0.001517478,-0.013384086
1996/5/21,0.000133,-0.06608014,0.008279591,-0.016267563,0.004287377
1996/5/22,0.000133,0.013182608,-0.012766935,0.013831039,0.0025044
1996/5/23,0.000133,-0.04101599,-0.009929167,-0.008021903,0.004490077
1996/5/24,0.000133,-0.000454105,-0.001280325,0.000362049,0.00391935
1996/5/27,0.000133,-0.005231915,-0.007919682,-0.003460132,0.009800416
1996/5/28,0.000133,0.011711317,-0.003396272,-0.002749125,0.006984828
1996/5/29,0.000133,0.014128107,0.003280856,0.01668248,-0.006242842
1996/5/30,0.000133,-0.022199163,-0.004346355,-0.010052328,-0.000867285
1996/5/31,0.000133,0.017146728,-0.004438634,-0.003841431,-0.002949373
1996/6/3,0.000133,0.006012811,-0.020051029,0.002030825,0.017731832
1996/6/4,0.000133,0.017662382,-0.01569109,0.007615574,0.005550604
1996/6/5,0.000133,0.055046711,-0.015183568,-0.041690864,-0.019496347
1996/6/6,0.000133,0.011034071,-0.015310559,0.002599673,0.007658253
1996/6/7,0.000133,0.03605753,-0.006896547,0.0037234,0.00385614
1996/6/10,0.000133,0.041926351,-0.032334457,0.013271017,0.0168093
1996/6/11,0.000133,-0.00641402,-0.004643143,0.001797772,0.011949388
1996/6/12,0.000133,0.010330795,0.003746216,0.004670733,-0.003179347
1996/6/13,0.000133,0.023821974,0.001966201,0.042842248,0.002047037
1996/6/14,0.000133,0.000525284,-0.015685068,-0.01638111,-0.001564647
1996/6/17,0.000133,-0.027316619,0.012388185,0.0027792,0.006928767
1996/6/18,0.000133,0.054047754,-0.027113963,-0.034123161,-0.010620914
1996/6/19,0.000133,0.009759755,0.005236553,7.55E-05,-0.008914454
1996/6/20,0.000133,0.00038549,0.009405865,0.022034143,0.007059338
1996/6/21,0.000133,-0.001003661,-0.001699954,0.004080622,0.005147084
1996/6/24,0.000133,0.006508806,0.007953725,0.025736811,0.011824174
1996/6/25,0.000133,-0.014369561,-0.000507071,0.010397364,0.010005115
1996/6/26,0.000133,0.022134197,-0.002544111,-0.003928455,0.006459786
1996/6/27,0.000133,-0.000383735,-0.010278304,-0.00827143,-0.001272544
1996/6/28,0.000133,-0.01392547,-0.00798234,-0.012120639,-0.007053368
