时间,收盘点位,市值(元),流通市值(元),股息率市值加权
2017/1/11,4818.11540 ,56463060396399.20000 ,39857031178563.00000 ,0.01460 
2017/1/10,4861.76970 ,56562868371481.10000 ,39916176217258.00000 ,0.01460 
2017/1/9,4875.42680 ,56708468936313.70000 ,40017158842254.00000 ,0.01460 
2017/1/6,4850.93550 ,56459874031126.30000 ,39782125692524.00000 ,0.01460 
2017/1/5,4881.34780 ,56731969470405.00000 ,39933096219250.00000 ,0.01460 
2017/1/4,4879.99180 ,56684167133761.60000 ,39863689256346.00000 ,0.01460 
2017/1/3,4831.68940 ,56177739287719.30000 ,39484472110074.00000 ,0.01470 
2016/12/30,4786.98000 ,53711789689086.20000 ,38702395703321.00000 ,0.01540 
2016/12/29,4777.29810 ,53593895513123.10000 ,38596758228872.00000 ,0.01540 
2016/12/28,4788.61770 ,53693712022176.00000 ,38625475512822.00000 ,0.01540 
2016/12/27,4806.40680 ,53859100809779.10000 ,38749749232368.00000 ,0.01530 
2016/12/26,4806.21250 ,53866669827349.90000 ,38794334103290.00000 ,0.01530 
2016/12/23,4786.61310 ,53632409104676.00000 ,38599262698040.00000 ,0.01540 
2016/12/22,4834.79650 ,54074550340989.30000 ,38934267664038.00000 ,0.01530 
2016/12/21,4838.25100 ,54073885267063.60000 ,38909360214690.00000 ,0.01530 
2016/12/20,4799.12850 ,53546924971657.80000 ,38537916921765.00000 ,0.01540 
2016/12/19,4815.73010 ,53754938771652.10000 ,38704301132604.00000 ,0.01530 
2016/12/16,4827.35420 ,53858297996047.30000 ,38701707524897.00000 ,0.01530 
2016/12/15,4799.27530 ,53621391400879.00000 ,38538189341518.00000 ,0.01540 
2016/12/14,4798.50260 ,53816509498582.50000 ,38681763553238.00000 ,0.01530 
2016/12/13,4829.24460 ,54110823434607.50000 ,38886063236370.00000 ,0.01520 
2016/12/12,4818.28790 ,54061869975898.00000 ,38806678222585.00000 ,0.01530 
2016/12/9,5006.60700 ,55845363414770.40000 ,40033571263333.00000 ,0.01480 
2016/12/8,5000.31290 ,55644568984525.50000 ,39877535669864.00000 ,0.01480 
2016/12/7,5018.42810 ,55844290959809.60000 ,39994354127006.00000 ,0.01480 
2016/12/6,4977.16880 ,55434516209869.20000 ,39690733741822.00000 ,0.01490 
2016/12/5,4977.02880 ,55486375889542.60000 ,39713084483181.00000 ,0.01490 
2016/12/2,5030.27170 ,56039296015676.30000 ,40134495529950.00000 ,0.01470 
2016/12/1,5100.05250 ,56642594900564.70000 ,40572728196892.00000 ,0.01460 
2016/11/30,5068.86710 ,56291266526480.70000 ,40308964754189.00000 ,0.01470 
2016/11/29,5094.99030 ,56688536496298.10000 ,40618273238602.00000 ,0.01460 
2016/11/28,5107.02040 ,56755344363215.90000 ,40621978308097.00000 ,0.01460 
2016/11/25,5096.93400 ,56601266632507.70000 ,40453376693888.00000 ,0.01470 
2016/11/24,5069.82880 ,56269491539492.60000 ,40204204394398.00000 ,0.01480 
2016/11/23,5074.32530 ,56336963105138.80000 ,40218932313104.00000 ,0.01470 
2016/11/22,5086.51490 ,56478759578339.50000 ,40298009734116.00000 ,0.01470 
2016/11/21,5044.89910 ,55969419940756.00000 ,39936417641986.00000 ,0.01480 
2016/11/18,5022.16150 ,55597224212788.80000 ,39700106957175.00000 ,0.01500 
2016/11/17,5044.14410 ,55808049079828.30000 ,39866480410966.00000 ,0.01490 
2016/11/16,5047.23140 ,55848468983816.50000 ,39857344831385.00000 ,0.01490 
2016/11/15,5044.47890 ,55828872458751.60000 ,39835310370400.00000 ,0.01490 
2016/11/14,5030.26300 ,55739075619786.60000 ,39783173815472.00000 ,0.01490 
2016/11/11,5012.47200 ,55501788580802.20000 ,39613584423222.00000 ,0.01500 
2016/11/10,4980.24030 ,55131331061848.60000 ,39339189182529.00000 ,0.01510 
2016/11/9,4918.45070 ,54445657076170.80000 ,38861746758921.00000 ,0.01530 
2016/11/8,4949.29580 ,54797414797839.40000 ,39100811992281.00000 ,0.01520 
2016/11/7,4923.65530 ,54518753276495.40000 ,38905819591949.00000 ,0.01530 
2016/11/4,4919.62430 ,54443102420444.70000 ,38850260554226.00000 ,0.01530 
2016/11/3,4934.25160 ,54560736194149.40000 ,38939048732826.00000 ,0.01530 
2016/11/2,4897.74000 ,54155541713859.80000 ,38652495656088.00000 ,0.01540 
2016/11/1,4931.75850 ,54520847265967.90000 ,38834786710604.00000 ,0.01530 
2016/10/31,4887.23950 ,54063641794597.20000 ,38535537304042.00000 ,0.01540 
2016/10/28,4890.54540 ,54102618386283.60000 ,38564995214447.00000 ,0.01540 
2016/10/27,4920.99310 ,54346243655855.60000 ,38749273454064.00000 ,0.01530 
2016/10/26,4928.14880 ,54429991155756.00000 ,38815070637904.00000 ,0.01530 
2016/10/25,4947.80470 ,54688399087573.00000 ,38987613724735.00000 ,0.01520 
2016/10/24,4935.43580 ,54586572860231.50000 ,38909737735342.00000 ,0.01530 
2016/10/21,4887.90860 ,53990191471406.90000 ,38501779971629.00000 ,0.01540 
2016/10/20,4895.32910 ,53997714561856.80000 ,38455585784169.00000 ,0.01540 
2016/10/19,4886.19950 ,53913441156186.70000 ,38406713380653.00000 ,0.01550 
2016/10/18,4892.02590 ,53939241766655.90000 ,38428485032008.00000 ,0.01540 
2016/10/17,4822.98980 ,53196117509135.60000 ,37896997033239.00000 ,0.01570 
2016/10/14,4865.16690 ,53592915632556.90000 ,38196064060253.00000 ,0.01550 
2016/10/13,4868.10790 ,53586750347589.40000 ,38182980688035.00000 ,0.01550 
2016/10/12,4862.14790 ,53517147340808.10000 ,38140788713557.00000 ,0.01560 
2016/10/11,4864.44380 ,53545833312446.80000 ,38176950528753.00000 ,0.01560 
2016/10/10,4837.64470 ,53261555260991.10000 ,37981716937179.00000 ,0.01560 
2016/9/30,4757.40470 ,52401051714016.40000 ,37397014023573.00000 ,0.01590 
2016/9/29,4738.01130 ,52205338978572.60000 ,37250374213265.00000 ,0.01600 
2016/9/28,4720.99130 ,52007040631388.10000 ,37104556409722.00000 ,0.01600 
2016/9/27,4730.50140 ,52130816841825.20000 ,37175278538176.00000 ,0.01600 
2016/9/26,4699.24840 ,51745987667119.70000 ,36938573905291.00000 ,0.01610 
2016/9/23,4790.90120 ,52618234204422.80000 ,37614026708871.00000 ,0.01580 
2016/9/22,4810.08130 ,52787818651432.20000 ,37734395545389.00000 ,0.01580 
2016/9/21,4779.21390 ,52462731574981.70000 ,37489396265069.00000 ,0.01590 
2016/9/20,4768.61680 ,52354844814905.00000 ,37417257051938.00000 ,0.01590 
2016/9/19,4772.17540 ,52372476786224.40000 ,37445720190179.00000 ,0.01590 
2016/9/14,4726.50480 ,51913868141557.40000 ,37046164411496.00000 ,0.01600 
2016/9/13,4753.89510 ,52226873147855.80000 ,37275982411701.00000 ,0.01600 
2016/9/12,4735.61990 ,52092558965614.70000 ,37181558804692.00000 ,0.01600 
2016/9/9,4852.06850 ,53276084509868.60000 ,38012282614702.00000 ,0.01560 
2016/9/8,4883.97900 ,53575125456020.50000 ,38240206850564.00000 ,0.01560 
2016/9/7,4873.10700 ,53466709899956.40000 ,38161844005173.00000 ,0.01560 
2016/9/6,4873.57060 ,53482976195882.70000 ,38153927785633.00000 ,0.01560 
2016/9/5,4817.07980 ,52997603531970.00000 ,37802437205100.00000 ,0.01570 
2016/9/2,4799.62020 ,52822416603153.90000 ,37685549013501.00000 ,0.01580 
2016/9/1,4803.14270 ,52862640761821.90000 ,37704786639999.00000 ,0.01580 
2016/8/31,4839.99560 ,53221900941411.40000 ,37970961548774.00000 ,0.01570 
2016/8/30,4827.81060 ,53076669737648.20000 ,37849995926443.00000 ,0.01570 
2016/8/29,4824.80010 ,53000879290618.70000 ,37793123197380.00000 ,0.01570 
2016/8/26,4817.57060 ,52954742223778.30000 ,37742774677238.00000 ,0.01570 
2016/8/25,4807.99620 ,52890098509162.30000 ,37697741046508.00000 ,0.01570 
2016/8/24,4839.62350 ,53190477641690.90000 ,37922937453579.00000 ,0.01570 
2016/8/23,4839.36180 ,53188906901895.00000 ,37931517616703.00000 ,0.01570 
2016/8/22,4831.48400 ,53072504513203.20000 ,37865923785040.00000 ,0.01570 
2016/8/19,4882.42730 ,53566891030768.70000 ,38181304979546.00000 ,0.01560 
2016/8/18,4876.93290 ,53493982154375.70000 ,38123423390768.00000 ,0.01560 
2016/8/17,4881.81060 ,53555109511512.80000 ,38165824634039.00000 ,0.01560 
2016/8/16,4875.11850 ,53495186733979.50000 ,38133302694505.00000 ,0.01550 
2016/8/15,4866.18130 ,53548429125064.70000 ,38169116882281.00000 ,0.01550 
2016/8/12,4745.20620 ,52233158697139.70000 ,37248272134750.00000 ,0.01590 
2016/8/11,4680.32420 ,51477414196051.60000 ,36713008021163.00000 ,0.01610 
2016/8/10,4727.33000 ,51859935063466.90000 ,36989002405068.00000 ,0.01600 
2016/8/9,4743.89200 ,51990237175464.20000 ,37093367920429.00000 ,0.01600 
2016/8/8,4702.56570 ,51558193994117.70000 ,36792069972338.00000 ,0.01610 
2016/8/5,4653.34210 ,51058023508343.50000 ,36419207481940.00000 ,0.01630 
2016/8/4,4665.22710 ,51182567536549.90000 ,36497289515912.00000 ,0.01620 
2016/8/3,4641.88220 ,51007238411319.60000 ,36366033564099.00000 ,0.01630 
2016/8/2,4627.02710 ,50865578966882.20000 ,36268121067925.00000 ,0.01630 
2016/8/1,4595.00770 ,50544310553615.90000 ,36041462817170.00000 ,0.01640 
2016/7/29,4652.71280 ,51070322423795.90000 ,36418844956515.00000 ,0.01630 
2016/7/28,4682.34300 ,51312988084840.50000 ,36608410533183.00000 ,0.01620 
2016/7/27,4683.79560 ,51334255620868.50000 ,36605978024192.00000 ,0.01620 
2016/7/26,4840.17410 ,52800252874313.70000 ,37619591793683.00000 ,0.01580 
2016/7/25,4781.74870 ,52188778600277.60000 ,37173317904864.00000 ,0.01600 
2016/7/22,4775.49950 ,52116014949451.30000 ,37136580232131.00000 ,0.01600 
2016/7/21,4816.64990 ,52576367552054.30000 ,37433289894617.00000 ,0.01590 
2016/7/20,4801.61380 ,52438602831418.60000 ,37314146661406.00000 ,0.01590 
2016/7/19,4808.12650 ,52525256219862.70000 ,37380076365461.00000 ,0.01590 
2016/7/18,4803.75930 ,52543147156554.10000 ,37405770798005.00000 ,0.01590 
2016/7/15,4824.85280 ,52719830295055.80000 ,37529747260585.00000 ,0.01580 
2016/7/14,4836.23370 ,52760237381980.60000 ,37568356135467.00000 ,0.01580 
2016/7/13,4835.89870 ,52805520736128.70000 ,37596765486784.00000 ,0.01580 
2016/7/12,4808.27060 ,52493424882102.90000 ,37399926386757.00000 ,0.01590 
2016/7/11,4738.81510 ,51659062333883.20000 ,36817237500601.00000 ,0.01620 
2016/7/8,4741.75030 ,51699248645431.90000 ,36799117487253.00000 ,0.01620 
2016/7/7,4759.85650 ,52019940985745.90000 ,37053596429654.00000 ,0.01610 
2016/7/6,4759.21740 ,51998676446242.70000 ,37064143840330.00000 ,0.01610 
2016/7/5,4740.62840 ,51811726022562.90000 ,36926217877187.00000 ,0.01620 
2016/7/4,4725.52230 ,51596160771794.90000 ,36780173174110.00000 ,0.01620 
2016/7/1,4644.61090 ,50715968573975.60000 ,36132439931458.00000 ,0.01650 
2016/6/30,4650.62270 ,50043098073453.80000 ,35995504068613.00000 ,0.01670 
2016/6/29,4648.79550 ,50064312488741.60000 ,35876826188297.00000 ,0.01670 
2016/6/28,4632.58330 ,49880692853467.10000 ,35719237422901.00000 ,0.01680 
2016/6/27,4595.09520 ,49484760033427.90000 ,35468069583233.00000 ,0.01690 
2016/6/24,4505.95530 ,48620476787711.10000 ,34802340919632.00000 ,0.01720 
2016/6/23,4554.48930 ,49171110037216.30000 ,35201590897706.00000 ,0.01700 
2016/6/22,4575.46440 ,49343149046500.30000 ,35333723753991.00000 ,0.01700 
2016/6/21,4515.16670 ,48743336286375.00000 ,34921168167228.00000 ,0.01720 
2016/6/20,4548.53470 ,49035400453305.00000 ,35120685221216.00000 ,0.01710 
2016/6/17,4538.49800 ,48911949445594.20000 ,35051824496041.00000 ,0.01720 
2016/6/16,4512.45670 ,48648071614836.60000 ,34866731028751.00000 ,0.01730 
2016/6/15,4526.73630 ,48833614657033.20000 ,34990879494741.00000 ,0.01720 
2016/6/14,4416.45550 ,47836755808438.30000 ,34274520877862.00000 ,0.01760 
2016/6/13,4401.32080 ,47683152615044.90000 ,34161728488077.00000 ,0.01760 
2016/6/8,4587.39050 ,49521701163240.20000 ,35427618977017.00000 ,0.01700 
2016/6/7,4601.10520 ,49659532071699.90000 ,35526975959692.00000 ,0.01690 
2016/6/6,4599.42230 ,49606357300437.00000 ,35513415510991.00000 ,0.01690 
2016/6/3,4597.34100 ,49555441208646.90000 ,35515668672697.00000 ,0.01700 
2016/6/2,4574.86690 ,49320776934504.50000 ,35337947333931.00000 ,0.01700 
2016/6/1,4545.76110 ,49042102191718.20000 ,35148496031253.00000 ,0.01710 
2016/5/31,4532.85070 ,48946093761479.10000 ,35089849522780.00000 ,0.01720 
2016/5/30,4368.68690 ,47272424321327.50000 ,33895344112754.00000 ,0.01780 
2016/5/27,4378.09130 ,47328413706592.70000 ,33904944014800.00000 ,0.01780 
2016/5/26,4381.20850 ,47352192011301.10000 ,33912482167190.00000 ,0.01770 
2016/5/25,4366.37220 ,47196320774392.20000 ,33799818373963.00000 ,0.01780 
2016/5/24,4377.66910 ,47302570113273.30000 ,33860227014609.00000 ,0.01780 
2016/5/23,4418.13580 ,47672191715305.90000 ,34132001287718.00000 ,0.01760 
2016/5/20,4374.19050 ,47232799656193.80000 ,33821308786088.00000 ,0.01780 
2016/5/19,4337.45010 ,46849782461736.70000 ,33559001798406.00000 ,0.01790 
2016/5/18,4325.79640 ,46742960784123.60000 ,33496018530521.00000 ,0.01800 
2016/5/17,4411.96760 ,47550826509888.10000 ,34055543127386.00000 ,0.01770 
2016/5/16,4420.86820 ,47591499183297.50000 ,34111969355814.00000 ,0.01770 
2016/5/13,4363.05030 ,47045139028782.70000 ,33668250132867.00000 ,0.01790 
2016/5/12,4378.54270 ,47188041655426.60000 ,33767945191342.00000 ,0.01780 
2016/5/11,4377.84390 ,47196628394571.80000 ,33766834005463.00000 ,0.01780 
2016/5/10,4387.49100 ,47242899755461.30000 ,33778659669474.00000 ,0.01780 
2016/5/9,4391.47850 ,47243981437466.00000 ,33796769091074.00000 ,0.01780 
2016/5/6,4537.64260 ,48694887574264.10000 ,34847817010729.00000 ,0.01730 
2016/5/5,4696.78180 ,50193370035453.40000 ,35969244455769.00000 ,0.01670 
2016/5/4,4676.39350 ,49976560943534.20000 ,35844058050358.00000 ,0.01680 
2016/5/3,4677.32770 ,49992874919868.50000 ,35861616529139.00000 ,0.01680 
2016/4/29,4564.66750 ,48903523478673.00000 ,35077868598066.00000 ,0.01710 
2016/4/28,4568.65790 ,48982413088979.80000 ,35137479090307.00000 ,0.01690 
2016/4/27,4579.56410 ,49052723713665.90000 ,35203964000952.00000 ,0.01690 
2016/4/26,4595.39860 ,49215770059424.90000 ,35321958611250.00000 ,0.01680 
2016/4/25,4552.14210 ,48811639576754.30000 ,35011536967184.00000 ,0.01690 
2016/4/22,4573.17990 ,49014557201081.40000 ,35142064200608.00000 ,0.01670 
2016/4/21,4541.67940 ,48754216768021.30000 ,34952012059896.00000 ,0.01670 
2016/4/20,4585.19370 ,49113698823678.80000 ,35235530873382.00000 ,0.01660 
2016/4/19,4748.90850 ,50644271344233.00000 ,36320004543088.00000 ,0.01600 
2016/4/18,4732.40130 ,50498458751530.10000 ,36206096746143.00000 ,0.01600 
2016/4/15,4799.42240 ,51175293526457.50000 ,36704190874194.00000 ,0.01570 
2016/4/14,4802.23860 ,51232647792016.50000 ,36742990026917.00000 ,0.01560 
2016/4/13,4763.06290 ,50888740730964.40000 ,36508727506451.00000 ,0.01570 
2016/4/12,4698.08400 ,50118595780822.60000 ,35998940979325.00000 ,0.01600 
2016/4/11,4725.52490 ,50390182718757.50000 ,36167205675510.00000 ,0.01590 
2016/4/8,4640.20270 ,49525659596208.70000 ,35542967928241.00000 ,0.01610 
2016/4/7,4677.98790 ,49916369439196.50000 ,35823115581169.00000 ,0.01590 
2016/4/6,4749.75340 ,50643380510803.70000 ,36350239017326.00000 ,0.01580 
2016/4/5,4738.22850 ,50573949647224.30000 ,36301657531457.00000 ,0.01580 
2016/4/1,4639.56240 ,49644514372174.20000 ,35641415841446.00000 ,0.01610 
2016/3/31,4650.48470 ,49693205902617.10000 ,35666395612637.00000 ,0.01610 
2016/3/30,4641.46860 ,49618320745079.50000 ,35558011184921.00000 ,0.01630 
2016/3/29,4496.17510 ,48137405594319.20000 ,34509797203142.00000 ,0.01690 
2016/3/28,4568.76290 ,48840830458737.40000 ,35011273852083.00000 ,0.01660 
2016/3/25,4600.64790 ,49128762512753.40000 ,35219214261007.00000 ,0.01630 
2016/3/24,4570.47650 ,48845574296553.50000 ,34988880031140.00000 ,0.01660 
2016/3/23,4643.02940 ,49596696744742.10000 ,35538197626688.00000 ,0.01620 
2016/3/22,4610.19580 ,49271638262960.70000 ,35276612122113.00000 ,0.01630 
2016/3/21,4631.22870 ,49504510190574.20000 ,35464510245598.00000 ,0.01620 
2016/3/18,4514.16410 ,48389047380609.50000 ,34666311504997.00000 ,0.01650 
2016/3/17,4392.53550 ,47251358198849.50000 ,33877311161628.00000 ,0.01690 
2016/3/16,4287.41650 ,46300863754905.30000 ,33239708310827.00000 ,0.01720 
2016/3/15,4303.37340 ,46378575650631.90000 ,33273036303850.00000 ,0.01710 
2016/3/14,4317.66490 ,46478101894982.10000 ,33337263218731.00000 ,0.01710 
2016/3/11,4203.89250 ,45396926807201.80000 ,32599241247094.00000 ,0.01750 
2016/3/10,4207.43310 ,45352686606784.80000 ,32582044159831.00000 ,0.01750 
2016/3/9,4283.76560 ,46169877075932.60000 ,33179231194457.00000 ,0.01710 
2016/3/8,4361.63160 ,46907560728644.20000 ,33701943932409.00000 ,0.01690 
2016/3/7,4343.77950 ,46773308786015.60000 ,33599650647897.00000 ,0.01690 
2016/3/4,4280.61920 ,46226961720529.10000 ,33214741615708.00000 ,0.01710 
2016/3/3,4340.99490 ,46522600463113.80000 ,33385566362069.00000 ,0.01700 
2016/3/2,4330.46740 ,46440386662537.70000 ,33273777437812.00000 ,0.01700 
2016/3/1,4140.26880 ,44495636746884.70000 ,31866292458447.00000 ,0.01780 
2016/2/29,4056.60960 ,43663510343038.40000 ,31280565725631.00000 ,0.01810 
2016/2/26,4241.59100 ,45356235222899.80000 ,32452238667370.00000 ,0.01740 
2016/2/25,4227.45970 ,45107965109090.40000 ,32258889087250.00000 ,0.01750 
2016/2/24,4550.34570 ,48322456873796.30000 ,34545069207768.00000 ,0.01630 
2016/2/23,4528.73450 ,48081632993802.90000 ,34313864851355.00000 ,0.01640 
2016/2/22,4561.68900 ,48445390651063.80000 ,34557301891311.00000 ,0.01630 
2016/2/19,4466.16190 ,47385888002392.70000 ,33781081746358.00000 ,0.01660 
2016/2/18,4453.39820 ,47330868079047.80000 ,33739742087760.00000 ,0.01660 
2016/2/17,4465.16620 ,47435873773812.90000 ,33825795192250.00000 ,0.01660 
2016/2/16,4412.03250 ,46856083346709.90000 ,33417307164998.00000 ,0.01680 
2016/2/15,4252.90290 ,45236003257023.00000 ,32278685960548.00000 ,0.01740 
2016/2/5,4261.11260 ,45420381505337.40000 ,32379572116769.00000 ,0.01730 
2016/2/4,4299.53910 ,45775834535852.80000 ,32617071269930.00000 ,0.01720 
2016/2/3,4224.52140 ,45022965820659.50000 ,32082747510826.00000 ,0.01750 
2016/2/2,4218.68500 ,45042811612961.10000 ,32116523104709.00000 ,0.01750 
2016/2/1,4097.07810 ,43875508475559.10000 ,31303410755358.00000 ,0.01790 
2016/1/29,4154.91110 ,44536357054836.80000 ,31785459740008.00000 ,0.01770 
2016/1/28,4013.12120 ,43126555256604.00000 ,30789149466628.00000 ,0.01820 
2016/1/27,4169.19180 ,44604225413881.00000 ,31822833704669.00000 ,0.01760 
2016/1/26,4204.87920 ,44879120088801.20000 ,32010867635649.00000 ,0.01750 
2016/1/25,4514.41540 ,48050664861268.50000 ,34238757292916.00000 ,0.01640 
2016/1/22,4474.63140 ,47650283742327.40000 ,33947253029640.00000 ,0.01650 
2016/1/21,4414.23150 ,47032737717919.20000 ,33484376903392.00000 ,0.01670 
2016/1/20,4583.38790 ,48693303087113.40000 ,34655387058271.00000 ,0.01620 
2016/1/19,4634.16100 ,49166760962845.80000 ,35019890817426.00000 ,0.01600 
2016/1/18,4478.99330 ,47591630272460.10000 ,33892517515255.00000 ,0.01650 
2016/1/15,4420.98800 ,47136785782201.60000 ,33577183606329.00000 ,0.01670 
2016/1/14,4578.46200 ,48817036210773.60000 ,34784809015451.00000 ,0.01610 
2016/1/13,4446.67100 ,47568314404668.60000 ,33941464957574.00000 ,0.01650 
2016/1/12,4583.36100 ,48921030613658.70000 ,34876359545163.00000 ,0.01610 
2016/1/11,4571.97200 ,48779917972089.40000 ,34793950282391.00000 ,0.01610 
2016/1/8,4874.65000 ,51736837777158.10000 ,36879532099795.00000 ,0.01520 
2016/1/7,4809.70800 ,50905745524733.50000 ,36283491152482.00000 ,0.01540 
2016/1/6,5219.81100 ,54906777406388.10000 ,39091890891067.00000 ,0.01430 
2016/1/5,5101.97400 ,53632540265043.50000 ,38206318175663.00000 ,0.01470 
2016/1/4,5156.02000 ,54098882603077.80000 ,38496549598427.00000 ,0.01450 
2015/12/31,5592.63900 ,57874103069786.80000 ,41436175879445.00000 ,0.01360 
2015/12/30,5670.35400 ,58540300933399.20000 ,41859229443861.00000 ,0.01340 
2015/12/29,5631.47400 ,58219613879480.00000 ,41622650758748.00000 ,0.01350 
2015/12/28,5576.03900 ,57493438946252.40000 ,41231672986833.00000 ,0.01370 
2015/12/25,5716.55700 ,58890090782132.10000 ,42225794013499.00000 ,0.01330 
2015/12/24,5685.58500 ,58602039179007.30000 ,42024126296449.00000 ,0.01340 
2015/12/23,5711.29400 ,58865543643528.70000 ,42238951596340.00000 ,0.01340 
2015/12/22,5760.28600 ,59263957507852.30000 ,42527395423683.00000 ,0.01330 
2015/12/21,5722.03200 ,58989198339518.60000 ,42317509054638.00000 ,0.01330 
2015/12/18,5633.02100 ,58108671593178.50000 ,41659370229213.00000 ,0.01350 
2015/12/17,5635.11700 ,58092542698691.00000 ,41656317525832.00000 ,0.01350 
2015/12/16,5503.51600 ,56861752829956.40000 ,40794533685745.00000 ,0.01380 
2015/12/15,5484.63100 ,56656915193994.80000 ,40685469745524.00000 ,0.01390 
2015/12/14,5456.51200 ,56534937063022.10000 ,40607304480142.00000 ,0.01390 
2015/12/11,5335.84300 ,55230263888505.70000 ,39684503066885.00000 ,0.01420 
2015/12/10,5371.41400 ,55586028562111.80000 ,39934099964464.00000 ,0.01410 
2015/12/9,5384.62700 ,55741509839883.10000 ,40073814489685.00000 ,0.01410 
2015/12/8,5385.93200 ,55749781307216.40000 ,40070323655252.00000 ,0.01410 
2015/12/7,5488.94000 ,56750777155469.10000 ,40804222461643.00000 ,0.01380 
2015/12/4,5439.65200 ,56408656188683.90000 ,40518608844191.00000 ,0.01390 
2015/12/3,5496.62200 ,57157218053207.60000 ,41046208392902.00000 ,0.01370 
2015/12/2,5402.58500 ,56102277956901.40000 ,40341241082002.00000 ,0.01400 
2015/12/1,5345.86100 ,55279712515182.60000 ,39725724857710.00000 ,0.01420 
2015/11/30,5330.91000 ,55251299173798.30000 ,39622346779463.00000 ,0.01420 
2015/11/27,5306.07100 ,54927761797147.40000 ,39446549165687.00000 ,0.01430 
2015/11/26,5636.33700 ,58177707835503.00000 ,41804531667608.00000 ,0.01350 
2015/11/25,5668.73700 ,58451687174591.60000 ,42002042566170.00000 ,0.01340 
2015/11/24,5587.50800 ,57709299721670.30000 ,41476783259744.00000 ,0.01360 
2015/11/23,5554.99600 ,57370036629526.80000 ,41291967978986.00000 ,0.01370 
2015/11/20,5592.71300 ,57733869998189.30000 ,41539195486320.00000 ,0.01360 
2015/11/19,5542.24500 ,57336270646737.70000 ,41250497683594.00000 ,0.01370 
2015/11/18,5419.62500 ,56173548760275.20000 ,40490767409788.00000 ,0.01400 
2015/11/17,5497.86800 ,56872947000326.10000 ,40967247069228.00000 ,0.01380 
2015/11/16,5526.14000 ,57052425803080.20000 ,41100270659307.00000 ,0.01380 
2015/11/13,5445.36200 ,56357454104626.60000 ,40592974144569.00000 ,0.01400 
2015/11/12,5533.36100 ,57359047819926.40000 ,41229931342154.00000 ,0.01370 
2015/11/11,5551.08300 ,57513337442909.40000 ,41396884767127.00000 ,0.01370 
2015/11/10,5498.48100 ,57020989060790.40000 ,41102032063073.00000 ,0.01380 
2015/11/9,5481.53200 ,56937080443719.50000 ,41043845153552.00000 ,0.01380 
2015/11/6,5401.92400 ,55930169074964.20000 ,40369804887308.00000 ,0.01410 
2015/11/5,5274.37200 ,54706723948422.80000 ,39513544253725.00000 ,0.01440 
2015/11/4,5221.36000 ,54003613869411.10000 ,39002966787655.00000 ,0.01460 
2015/11/3,4978.49100 ,51607298079958.50000 ,37283101692721.00000 ,0.01520 
2015/11/2,4989.70400 ,51739696311280.80000 ,37392514532375.00000 ,0.01520 
2015/10/30,5090.64400 ,52692248244447.50000 ,38123876189933.00000 ,0.01490 
2015/10/29,5096.51800 ,52731077554737.80000 ,38191447141652.00000 ,0.01490 
2015/10/28,5065.55400 ,52475161877430.90000 ,38002668609200.00000 ,0.01500 
2015/10/27,5174.61600 ,53423384055473.20000 ,38721950527149.00000 ,0.01470 
2015/10/26,5151.29000 ,53250190705661.30000 ,38610180050828.00000 ,0.01480 
2015/10/23,5118.84400 ,52945560798221.90000 ,38383442105640.00000 ,0.01490 
2015/10/22,5009.16000 ,51983959058421.10000 ,37683021745246.00000 ,0.01510 
2015/10/21,4875.25400 ,50887181194123.30000 ,36914101685703.00000 ,0.01550 
2015/10/20,5114.45000 ,52930789362987.50000 ,38378599089703.00000 ,0.01490 
2015/10/19,5036.65500 ,52193637899732.80000 ,37858098071247.00000 ,0.01510 
2015/10/16,5036.52000 ,52191335966840.10000 ,37850353480830.00000 ,0.01510 
2015/10/15,4962.58300 ,51442255015263.90000 ,37281543135278.00000 ,0.01530 
2015/10/14,4829.09800 ,50175230601811.00000 ,36375493905051.00000 ,0.01570 
2015/10/13,4886.24500 ,50690729007745.40000 ,36691860339980.00000 ,0.01550 
2015/10/12,4852.98600 ,50465446668156.00000 ,36531501725195.00000 ,0.01560 
2015/10/9,4681.40800 ,48732589362726.40000 ,35279245975274.00000 ,0.01610 
2015/10/8,4615.69300 ,48090621181410.00000 ,34788358796377.00000 ,0.01640 
2015/9/30,4460.09600 ,46553245758449.30000 ,33673823415606.00000 ,0.01690 
2015/9/29,4440.56400 ,46359631641191.50000 ,33519141097442.00000 ,0.01700 
2015/9/28,4521.85200 ,47222650998278.50000 ,34149246481498.00000 ,0.01670 
2015/9/25,4463.48700 ,46765525687413.80000 ,33854078733423.00000 ,0.01680 
2015/9/24,4581.44800 ,47778978883918.80000 ,34561299405229.00000 ,0.01650 
2015/9/23,4533.29600 ,47335840022287.40000 ,34232064561442.00000 ,0.01660 
2015/9/22,4604.73300 ,48160485169965.60000 ,34840423211209.00000 ,0.01630 
2015/9/21,4570.03300 ,47746823385602.50000 ,34560684993939.00000 ,0.01650 
2015/9/18,4449.17800 ,46656422503443.60000 ,33782715481973.00000 ,0.01690 
2015/9/17,4407.81500 ,46363611240957.80000 ,33575681475101.00000 ,0.01700 
2015/9/16,4490.13300 ,47229777612527.90000 ,34220726489627.00000 ,0.01660 
2015/9/15,4245.27000 ,44871948448841.00000 ,32506362810204.00000 ,0.01750 
