时间,收盘点位,市值(元),流通市值(元),股息率市值加权
2019/8/13,4012.55780 ,56014608237527.50000 ,41967628235797.00000 ,0.02170 
2019/8/12,4042.23140 ,56406255119004.80000 ,42258704752590.00000 ,0.02150 
2019/8/9,3971.52780 ,55525265041758.00000 ,41578274705530.00000 ,0.02180 
2019/8/8,4013.86610 ,55998272902273.20000 ,41912019530856.00000 ,0.02170 
2019/8/7,3972.80970 ,55458299384518.30000 ,41506327221132.00000 ,0.02190 
2019/8/6,3988.35110 ,55652754761535.80000 ,41647322918546.00000 ,0.02180 
2019/8/5,4059.75210 ,56570221389044.10000 ,42328215806458.00000 ,0.02140 
2019/8/2,4124.28500 ,57487604277109.30000 ,42999838341515.00000 ,0.02110 
2019/8/1,4186.12920 ,58344162445529.60000 ,43544369839407.00000 ,0.02080 
2019/7/31,4214.71860 ,58756287300751.30000 ,43852925857661.00000 ,0.02060 
2019/7/30,4247.24700 ,59165626772095.50000 ,44131895353341.00000 ,0.02050 
2019/7/29,4228.45970 ,58913685728871.60000 ,43954092733577.00000 ,0.02060 
2019/7/26,4231.38950 ,58957365045693.50000 ,43976056235587.00000 ,0.02080 
2019/7/25,4224.52990 ,58876187962774.90000 ,43892556739026.00000 ,0.02080 
2019/7/24,4199.81620 ,58567154666025.40000 ,43659836279693.00000 ,0.02090 
2019/7/23,4159.72630 ,58033983836595.80000 ,43297959567395.00000 ,0.02110 
2019/7/22,4133.44690 ,57697741756231.50000 ,43080414825864.00000 ,0.02130 
2019/7/19,4199.31620 ,58484500515928.10000 ,43653951202803.00000 ,0.02100 
2019/7/18,4165.07360 ,58022489264668.50000 ,43303643950426.00000 ,0.02120 
2019/7/17,4221.56030 ,58691945750773.60000 ,43829289933534.00000 ,0.02100 
2019/7/16,4222.11700 ,58739991911338.60000 ,43856734712040.00000 ,0.02100 
2019/7/15,4228.49170 ,58799343889150.20000 ,43919625320371.00000 ,0.02090 
2019/7/12,4198.08050 ,58472240866201.10000 ,43683393135744.00000 ,0.02110 
2019/7/11,4178.87750 ,58125246554825.00000 ,43433933170373.00000 ,0.02120 
2019/7/10,4180.30380 ,58096726016995.10000 ,43413831906217.00000 ,0.02120 
2019/7/9,4198.80710 ,58444735893699.80000 ,43603064381339.00000 ,0.02110 
2019/7/8,4198.23780 ,58492149061723.10000 ,43628169486957.00000 ,0.02110 
2019/7/5,4319.95190 ,60066755985179.40000 ,44799676464241.00000 ,0.02050 
2019/7/4,4300.96140 ,59873732350713.50000 ,44641033847505.00000 ,0.02070 
2019/7/3,4320.95680 ,60108674834458.90000 ,44808423744181.00000 ,0.02060 
2019/7/2,4366.22410 ,60687087749943.00000 ,45250720935632.00000 ,0.02040 
2019/7/1,4367.70800 ,60652769451216.90000 ,45155116758024.00000 ,0.02040 
2019/6/28,4244.08370 ,59142374456584.20000 ,44007804187927.00000 ,0.02100 
2019/6/27,4275.79640 ,59540120557991.40000 ,44308783214870.00000 ,0.02090 
2019/6/26,4235.80080 ,59045668889803.40000 ,43930120724795.00000 ,0.02100 
2019/6/25,4242.49850 ,59121362260607.30000 ,43965456221951.00000 ,0.02100 
2019/6/24,4286.13660 ,59679094791998.00000 ,44377971772200.00000 ,0.02090 
2019/6/21,4282.06830 ,59599928707745.20000 ,44307331623632.00000 ,0.02090 
2019/6/20,4246.82800 ,59178382196614.50000 ,43990327517222.00000 ,0.02110 
2019/6/19,4146.92800 ,57861613226918.90000 ,43022520491720.00000 ,0.02160 
2019/6/18,4091.92980 ,57209275036539.00000 ,42567736006616.00000 ,0.02180 
2019/6/17,4086.03540 ,57125545228865.90000 ,42525518592552.00000 ,0.02180 
2019/6/14,4086.12720 ,57079530379026.00000 ,42473031438746.00000 ,0.02190 
2019/6/13,4144.81560 ,57780572492289.60000 ,42982480406012.00000 ,0.02160 
2019/6/12,4137.19650 ,57728268701876.30000 ,42913004286715.00000 ,0.02170 
2019/6/11,4163.94710 ,58074152645145.40000 ,43168103622272.00000 ,0.02150 
2019/6/10,4029.53230 ,56469483485974.00000 ,41887249831911.00000 ,0.02210 
2019/6/6,3980.93750 ,55875978727996.70000 ,41413440155666.00000 ,0.02240 
2019/6/5,4046.65520 ,56670399860802.50000 ,41974104188395.00000 ,0.02210 
2019/6/4,4048.27390 ,56642553011458.50000 ,41977607231240.00000 ,0.02210 
2019/6/3,4097.77210 ,57227687393980.30000 ,42422005044874.00000 ,0.02180 
2019/5/31,4123.51260 ,57508087730175.20000 ,42631630668372.00000 ,0.02170 
2019/5/30,4133.98970 ,57642692229137.90000 ,42752306838482.00000 ,0.02170 
2019/5/29,4159.96800 ,57898215926955.90000 ,42944214465978.00000 ,0.02160 
2019/5/28,4159.75030 ,57849364903354.60000 ,42953409667919.00000 ,0.02160 
2019/5/27,4136.64560 ,57519726516987.00000 ,42690374152608.00000 ,0.02170 
2019/5/24,4056.53710 ,56554621347250.20000 ,41970030490751.00000 ,0.02210 
2019/5/23,4068.80530 ,56627622335531.90000 ,42047105816631.00000 ,0.02210 
2019/5/22,4152.64570 ,57603325204297.60000 ,42784155761100.00000 ,0.02170 
2019/5/21,4173.07680 ,57885954477795.30000 ,42987357362816.00000 ,0.02160 
2019/5/20,4108.34890 ,57094954046087.70000 ,42378280935779.00000 ,0.02190 
2019/5/17,4134.63040 ,57344566533359.10000 ,42546311803254.00000 ,0.02180 
2019/5/16,4261.68260 ,58927701954736.20000 ,43704138354499.00000 ,0.02120 
2019/5/15,4238.46130 ,58642163583612.70000 ,43467205693454.00000 ,0.02130 
2019/5/14,4144.95880 ,57473311787209.80000 ,42574470108755.00000 ,0.02180 
2019/5/13,4173.60240 ,57851155070730.90000 ,42854719894005.00000 ,0.02170 
2019/5/10,4226.02360 ,58552597190980.80000 ,43316546814333.00000 ,0.02140 
2019/5/9,4076.63120 ,56674742921867.40000 ,41901916805764.00000 ,0.02210 
2019/5/8,4135.55310 ,57491348127636.60000 ,42505831214770.00000 ,0.02190 
2019/5/7,4175.39550 ,58068637295338.30000 ,42882950332473.00000 ,0.02170 
2019/5/6,4127.64690 ,57533271808662.90000 ,42481023132984.00000 ,0.02190 
2019/4/30,4422.48880 ,61299610890149.60000 ,45221504913927.00000 ,0.02050 
2019/4/29,4393.83100 ,60971919067405.80000 ,44942938934309.00000 ,0.02050 
2019/4/26,4460.67820 ,61684243577973.70000 ,45443817242944.00000 ,0.02020 
2019/4/25,4518.35780 ,62423293671732.30000 ,46008387618628.00000 ,0.01990 
2019/4/24,4661.45200 ,64166382231831.90000 ,47321710533663.00000 ,0.01930 
2019/4/23,4630.58110 ,63875443610132.60000 ,47107843466568.00000 ,0.01940 
2019/4/22,4674.14520 ,64360024624831.80000 ,47353344275024.00000 ,0.01910 
2019/4/19,4756.54150 ,65499141404069.10000 ,48163631002415.00000 ,0.01870 
2019/4/18,4711.32260 ,64988361463896.80000 ,47748779212752.00000 ,0.01880 
2019/4/17,4733.71990 ,65335524142060.00000 ,47966383723153.00000 ,0.01870 
2019/4/16,4713.15060 ,65044060462318.30000 ,47747314075872.00000 ,0.01870 
2019/4/15,4603.31710 ,63494507453006.60000 ,46630093836924.00000 ,0.01920 
2019/4/12,4632.00950 ,63763922149567.60000 ,46777051677246.00000 ,0.01910 
2019/4/11,4639.40260 ,63807032430870.00000 ,46813002687475.00000 ,0.01900 
2019/4/10,4735.91960 ,64965037008606.00000 ,47664306297588.00000 ,0.01870 
2019/4/9,4732.11950 ,64995121234085.60000 ,47637252395945.00000 ,0.01860 
2019/4/8,4715.08280 ,64901353804873.00000 ,47555903692228.00000 ,0.01860 
2019/4/4,4727.66580 ,65047106485688.20000 ,47593365953727.00000 ,0.01860 
2019/4/3,4693.08680 ,64509855031187.70000 ,47167719034538.00000 ,0.01870 
2019/4/2,4640.31170 ,63810044031741.40000 ,46637404555626.00000 ,0.01890 
2019/4/1,4630.36820 ,63706277603765.70000 ,46570922377974.00000 ,0.01910 
2019/3/29,4487.71570 ,61913416051134.00000 ,45244904618356.00000 ,0.01920 
2019/3/28,4340.15990 ,59956056303635.40000 ,43811604910630.00000 ,0.01960 
2019/3/27,4379.48980 ,60505765812637.10000 ,44169725110905.00000 ,0.01950 
2019/3/26,4338.56460 ,59965824871174.50000 ,43775269645450.00000 ,0.01970 
2019/3/25,4424.28870 ,61006010601709.40000 ,44547705914149.00000 ,0.01920 
2019/3/22,4499.54130 ,62145059503021.70000 ,45332167881598.00000 ,0.01890 
2019/3/21,4491.13830 ,62086708620505.20000 ,45237784006047.00000 ,0.01880 
2019/3/20,4463.55060 ,61809770144392.50000 ,45008940890611.00000 ,0.01880 
2019/3/19,4465.17900 ,61870181520343.60000 ,45045330201744.00000 ,0.01880 
2019/3/18,4466.54640 ,61908503127174.30000 ,45082425330096.00000 ,0.01880 
2019/3/15,4351.43160 ,60388827779853.50000 ,43946488949172.00000 ,0.01930 
2019/3/14,4293.60340 ,59689295416612.80000 ,43409446252726.00000 ,0.01950 
2019/3/13,4371.18710 ,60589271062088.30000 ,44059270055838.00000 ,0.01920 
2019/3/12,4439.94740 ,61487132886039.90000 ,44657962356755.00000 ,0.01880 
2019/3/11,4378.60610 ,60729371440923.90000 ,44107350346146.00000 ,0.01900 
2019/3/8,4249.73230 ,59236773820061.70000 ,42947788547766.00000 ,0.01950 
2019/3/7,4429.10060 ,61836798584749.10000 ,44765016161638.00000 ,0.01870 
2019/3/6,4418.61280 ,61761768341484.90000 ,44774855208216.00000 ,0.01870 
2019/3/5,4355.33390 ,60863233690572.70000 ,44183124049459.00000 ,0.01890 
2019/3/4,4283.16060 ,60091912579318.50000 ,43639750406867.00000 ,0.01920 
2019/3/1,4215.70260 ,59230722141042.80000 ,43051216900131.00000 ,0.01950 
2019/2/28,4153.51100 ,58258273874113.60000 ,42354189547190.00000 ,0.01980 
2019/2/27,4153.49270 ,58380529671203.50000 ,42415819336913.00000 ,0.01970 
2019/2/26,4163.03410 ,58329166993372.90000 ,42423267875923.00000 ,0.01980 
2019/2/25,4190.94160 ,58736003485978.20000 ,42715162409824.00000 ,0.01960 
2019/2/22,3968.87960 ,55586981211560.60000 ,40492198920016.00000 ,0.02070 
2019/2/21,3880.61170 ,54477131416147.30000 ,39711591613121.00000 ,0.02110 
2019/2/20,3890.47560 ,54655410022498.20000 ,39835270840754.00000 ,0.02110 
2019/2/19,3880.09070 ,54504597474551.80000 ,39706209878315.00000 ,0.02110 
2019/2/18,3877.18670 ,54458650366021.90000 ,39692168830336.00000 ,0.02110 
2019/2/15,3752.46510 ,52866652265998.60000 ,38501004756330.00000 ,0.02180 
2019/2/14,3793.49620 ,53520443698962.00000 ,38962725507972.00000 ,0.02150 
2019/2/13,3782.00550 ,53449546913646.40000 ,38889356013763.00000 ,0.02150 
2019/2/12,3712.62710 ,52495494852894.40000 ,38212026059095.00000 ,0.02190 
2019/2/11,3676.88470 ,52058970735929.60000 ,37920789485926.00000 ,0.02210 
2019/2/1,3596.02210 ,51149971692958.00000 ,37189928047116.00000 ,0.02250 
2019/1/31,3523.61880 ,50297473498718.00000 ,36575363685822.00000 ,0.02290 
2019/1/30,3527.59330 ,50162788035463.50000 ,36502297648530.00000 ,0.02290 
2019/1/29,3565.38080 ,50601661198749.00000 ,36830781794087.00000 ,0.02270 
2019/1/28,3587.45030 ,50780720756781.20000 ,36956132532816.00000 ,0.02270 
2019/1/25,3598.60220 ,50904454924792.90000 ,37031045311782.00000 ,0.02260 
2019/1/24,3594.08180 ,50757282371251.20000 ,36916577994686.00000 ,0.02270 
2019/1/23,3575.28880 ,50522459135051.00000 ,36748999050019.00000 ,0.02280 
2019/1/22,3573.46850 ,50468933478948.20000 ,36721096504320.00000 ,0.02280 
2019/1/21,3618.47260 ,51057958941965.40000 ,37161240649910.00000 ,0.02250 
2019/1/18,3598.42900 ,50757644457661.20000 ,36930389406909.00000 ,0.02270 
2019/1/17,3552.91540 ,50081268806628.30000 ,36435547230349.00000 ,0.02300 
2019/1/16,3578.33670 ,50333500802831.60000 ,36638803251834.00000 ,0.02290 
2019/1/15,3581.50230 ,50308289664724.80000 ,36639528995080.00000 ,0.02290 
2019/1/14,3526.08510 ,49610973405520.80000 ,36110792638040.00000 ,0.02320 
2019/1/11,3551.33180 ,49975735164758.80000 ,36341610162936.00000 ,0.02300 
