时间,一年期收益率,三年期收益率,五年期收益率,十年期收益率
2018/11/13,0.025913,0.030706,0.032471,0.03474
2018/11/12,0.026123,0.030953,0.032665,0.034865
2018/11/9,0.026586,0.030866,0.03271,0.034763
2018/11/8,0.026771,0.030956,0.032885,0.034813
2018/11/7,0.027269,0.031139,0.032954,0.034813
2018/11/6,0.027516,0.031641,0.033143,0.035113
2018/11/5,0.027763,0.031882,0.033238,0.035312
2018/11/2,0.027863,0.031915,0.033229,0.035461
2018/11/1,0.027858,0.031806,0.033076,0.034936
2018/10/31,0.028054,0.031595,0.033129,0.035086
2018/10/30,0.028054,0.031385,0.03308,0.035161
2018/10/29,0.028203,0.031479,0.033126,0.035111
2018/10/26,0.02844,0.031919,0.033417,0.03541
2018/10/25,0.028562,0.031913,0.033516,0.035409
2018/10/24,0.028562,0.03196,0.033664,0.035409
2018/10/23,0.028879,0.032077,0.033762,0.035709
2018/10/22,0.029027,0.031994,0.03386,0.03591
2018/10/19,0.029027,0.031882,0.033602,0.035658
2018/10/18,0.029027,0.031902,0.0336,0.035508
2018/10/17,0.029027,0.032024,0.034094,0.035807
2018/10/16,0.028902,0.032072,0.034084,0.035757
2018/10/15,0.0288,0.032068,0.034031,0.035857
2018/10/12,0.028904,0.032081,0.033964,0.035831
2018/10/11,0.028902,0.031976,0.034077,0.035806
2018/10/10,0.029395,0.032303,0.03437,0.036156
2018/10/9,0.029388,0.032803,0.034442,0.036156
2018/10/8,0.029579,0.032884,0.034431,0.036155
2018/9/30,0.029657,0.032808,0.034565,0.036103
2018/9/29,0.0299,0.032791,0.034513,0.036104
2018/9/28,0.030038,0.032791,0.034401,0.036153
2018/9/27,0.030177,0.032932,0.034702,0.036253
2018/9/26,0.030251,0.033092,0.034799,0.036503
2018/9/25,0.030271,0.033245,0.034995,0.036754
2018/9/21,0.030266,0.03351,0.035072,0.036752
2018/9/20,0.030314,0.033633,0.035172,0.037003
2018/9/19,0.030102,0.033544,0.035017,0.036727
2018/9/18,0.028793,0.033554,0.034905,0.036452
2018/9/17,0.028636,0.033569,0.034779,0.036327
2018/9/14,0.028623,0.033678,0.034977,0.036351
2018/9/13,0.028592,0.033804,0.035014,0.036526
2018/9/12,0.02849,0.034155,0.035185,0.036551
2018/9/11,0.028457,0.034186,0.03507,0.036751
2018/9/10,0.028407,0.033947,0.034793,0.036551
2018/9/7,0.028438,0.033607,0.034366,0.036301
2018/9/6,0.028414,0.033486,0.034268,0.036101
2018/9/5,0.02847,0.033392,0.034114,0.036101
2018/9/4,0.028476,0.033317,0.033959,0.036101
2018/9/3,0.028387,0.033132,0.033651,0.035951
2018/8/31,0.028451,0.032727,0.033462,0.035751
2018/8/30,0.028344,0.032954,0.033704,0.035801
2018/8/29,0.028593,0.033028,0.034022,0.036101
2018/8/28,0.02867,0.033115,0.034066,0.036101
2018/8/27,0.028545,0.033029,0.034068,0.036303
2018/8/24,0.028376,0.032934,0.034066,0.036278
2018/8/23,0.028791,0.032745,0.034089,0.036101
2018/8/22,0.029034,0.033255,0.034584,0.036075
2018/8/21,0.029432,0.033476,0.034672,0.0363
2018/8/20,0.029004,0.032928,0.034179,0.036326
2018/8/17,0.028833,0.032831,0.033851,0.036524
2018/8/16,0.028408,0.032297,0.033465,0.036141
2018/8/15,0.0284,0.031836,0.033381,0.035829
2018/8/14,0.028122,0.031844,0.033276,0.035519
2018/8/13,0.02813,0.031682,0.033383,0.035826
2018/8/10,0.027252,0.03119,0.032876,0.035525
2018/8/9,0.027227,0.031129,0.032669,0.035476
2018/8/8,0.02623,0.030594,0.032066,0.035222
2018/8/7,0.02603,0.03017,0.031455,0.034876
2018/8/6,0.026627,0.030254,0.031555,0.034568
2018/8/3,0.027247,0.030375,0.031494,0.034567
2018/8/2,0.027722,0.030608,0.031639,0.034713
2018/8/1,0.02807,0.030695,0.031736,0.034638
2018/7/31,0.02841,0.030578,0.032249,0.034812
2018/7/30,0.028816,0.030871,0.03257,0.035213
2018/7/27,0.029025,0.031259,0.032733,0.035212
2018/7/26,0.02991,0.031754,0.032976,0.035361
2018/7/25,0.03011,0.032053,0.033147,0.035614
2018/7/24,0.030508,0.032347,0.033115,0.035615
2018/7/23,0.030508,0.032391,0.032959,0.035186
2018/7/20,0.030507,0.03243,0.032896,0.035135
2018/7/19,0.030507,0.032131,0.032807,0.034409
2018/7/18,0.030508,0.032383,0.033005,0.034708
2018/7/17,0.030259,0.032334,0.033056,0.034808
2018/7/16,0.030259,0.03222,0.032706,0.034808
2018/7/13,0.030654,0.03241,0.032734,0.034858
2018/7/12,0.030654,0.032568,0.033267,0.035158
2018/7/11,0.030654,0.032665,0.03336,0.035107
2018/7/10,0.030603,0.032911,0.033442,0.035431
2018/7/9,0.030404,0.032833,0.033342,0.035432
2018/7/6,0.030208,0.032656,0.033242,0.035259
2018/7/5,0.030304,0.032647,0.033079,0.035005
2018/7/4,0.030602,0.032721,0.033232,0.035107
2018/7/3,0.030543,0.03267,0.033184,0.034955
2018/7/2,0.03134,0.032844,0.03344,0.034668
2018/6/29,0.03159,0.033124,0.033507,0.034756
2018/6/28,0.032242,0.033518,0.033916,0.035304
2018/6/27,0.032775,0.033756,0.034224,0.035529
2018/6/26,0.032772,0.03376,0.034448,0.035804
2018/6/25,0.032792,0.033904,0.034363,0.035803
2018/6/22,0.032775,0.033844,0.034149,0.035604
2018/6/21,0.032856,0.033866,0.034411,0.035753
2018/6/20,0.032848,0.033842,0.034571,0.036054
2018/6/19,0.032168,0.033809,0.034314,0.035603
2018/6/15,0.032183,0.033952,0.034565,0.036028
2018/6/14,0.032209,0.034044,0.034776,0.036227
2018/6/13,0.032406,0.034277,0.035076,0.036627
2018/6/12,0.032414,0.034433,0.035273,0.036853
2018/6/11,0.03218,0.033971,0.034723,0.036502
2018/6/8,0.032117,0.033858,0.034563,0.036453
2018/6/7,0.032161,0.034307,0.035066,0.036702
2018/6/6,0.032003,0.034337,0.034937,0.036602
2018/6/5,0.031703,0.034199,0.034637,0.036602
2018/6/4,0.031751,0.033807,0.034616,0.036532
2018/6/1,0.031619,0.033603,0.034406,0.036202
2018/5/31,0.031488,0.033018,0.034383,0.036129
2018/5/30,0.031528,0.032957,0.034172,0.035976
2018/5/29,0.031397,0.032864,0.034283,0.036001
2018/5/28,0.031415,0.032873,0.034174,0.036101
2018/5/25,0.031249,0.032785,0.033966,0.036126
2018/5/24,0.031245,0.032813,0.03417,0.036501
2018/5/23,0.031233,0.032615,0.034178,0.0364
2018/5/22,0.031229,0.032596,0.034176,0.0367
2018/5/21,0.031368,0.032481,0.03459,0.036939
2018/5/18,0.030711,0.03228,0.034793,0.037099
2018/5/17,0.030701,0.032407,0.034584,0.03712
2018/5/16,0.030185,0.032404,0.034273,0.037076
2018/5/15,0.029669,0.032215,0.034172,0.037151
2018/5/14,0.029469,0.03222,0.034015,0.036937
2018/5/11,0.029305,0.032063,0.033805,0.036882
2018/5/10,0.029235,0.032188,0.033853,0.036924
2018/5/9,0.029295,0.032349,0.033897,0.037074
2018/5/8,0.029233,0.03235,0.033331,0.036922
2018/5/7,0.029319,0.032282,0.032814,0.036518
2018/5/4,0.029372,0.0323,0.032505,0.036319
2018/5/3,0.02977,0.03241,0.032505,0.036467
2018/5/2,0.030208,0.032529,0.032857,0.036665
2018/4/28,0.029965,0.031927,0.032711,0.036217
2018/4/27,0.030155,0.031989,0.032911,0.036364
2018/4/26,0.030279,0.031832,0.03286,0.036344
2018/4/25,0.030247,0.03178,0.032657,0.036118
2018/4/24,0.030152,0.031779,0.032858,0.035855
2018/4/23,0.030484,0.03217,0.033306,0.036019
2018/4/20,0.030061,0.031928,0.033252,0.035215
2018/4/19,0.029611,0.032126,0.033298,0.035064
2018/4/18,0.029125,0.031724,0.033298,0.035013
2018/4/17,0.031611,0.033112,0.034696,0.036512
2018/4/16,0.031707,0.033511,0.034919,0.036561
2018/4/13,0.032013,0.033682,0.035205,0.037062
2018/4/12,0.032092,0.034105,0.035597,0.037109
2018/4/11,0.032387,0.034398,0.035779,0.037109
2018/4/10,0.032384,0.034614,0.035922,0.037159
2018/4/9,0.032281,0.034731,0.036066,0.036959
2018/4/8,0.032776,0.035229,0.03649,0.037008
2018/4/4,0.032591,0.03534,0.036493,0.037234
2018/4/3,0.032991,0.035515,0.036578,0.037507
2018/4/2,0.032831,0.035579,0.036569,0.037357
2018/3/30,0.033221,0.035697,0.036609,0.037407
2018/3/29,0.033221,0.035537,0.036723,0.037456
2018/3/28,0.033221,0.035584,0.036503,0.037406
2018/3/27,0.033221,0.035526,0.036344,0.037432
2018/3/26,0.0329,0.035226,0.036204,0.037307
2018/3/23,0.032367,0.035098,0.036113,0.037005
2018/3/22,0.032698,0.035286,0.036626,0.03748
2018/3/21,0.032846,0.035381,0.03683,0.03763
2018/3/20,0.033144,0.035416,0.036818,0.037906
2018/3/19,0.033128,0.035463,0.036981,0.038104
2018/3/16,0.033154,0.03546,0.036923,0.038154
2018/3/15,0.033198,0.035424,0.036968,0.038257
2018/3/14,0.033092,0.035327,0.036973,0.038413
2018/3/13,0.033059,0.035357,0.03697,0.038362
2018/3/12,0.032779,0.035309,0.036713,0.038243
2018/3/9,0.032599,0.035305,0.036817,0.038278
2018/3/8,0.032677,0.035321,0.037197,0.038203
2018/3/7,0.032583,0.03545,0.03722,0.038203
2018/3/6,0.032771,0.035546,0.037428,0.038253
2018/3/5,0.032769,0.03535,0.037428,0.038453
2018/3/2,0.03269,0.035343,0.037105,0.038352
2018/3/1,0.03238,0.035337,0.037002,0.038201
2018/2/28,0.032314,0.035228,0.037003,0.038202
2018/2/27,0.032713,0.035316,0.037361,0.038201
2018/2/26,0.03306,0.035404,0.037806,0.038452
2018/2/24,0.033773,0.036021,0.038086,0.038652
2018/2/23,0.033773,0.036092,0.038149,0.038702
2018/2/22,0.033905,0.036193,0.038175,0.038752
2018/2/14,0.03374,0.036186,0.038061,0.038702
2018/2/13,0.03388,0.036186,0.038088,0.0387
2018/2/12,0.033868,0.036182,0.038063,0.03875
2018/2/11,0.033969,0.03605,0.038181,0.038775
2018/2/9,0.033938,0.036196,0.038199,0.0388
2018/2/8,0.033986,0.036167,0.038215,0.038801
2018/2/7,0.034014,0.036138,0.038195,0.0387
2018/2/6,0.034088,0.036236,0.038246,0.038825
2018/2/5,0.034514,0.036429,0.0385,0.039167
2018/2/2,0.034404,0.036371,0.03834,0.039092
2018/2/1,0.0343,0.036218,0.038339,0.039066
2018/1/31,0.034701,0.036263,0.038337,0.03914
2018/1/30,0.035101,0.036409,0.038533,0.039292
2018/1/29,0.035101,0.036112,0.038433,0.039368
2018/1/26,0.035205,0.036352,0.038348,0.039365
2018/1/25,0.035098,0.036379,0.038493,0.039435
2018/1/24,0.035198,0.036107,0.038614,0.039507
2018/1/23,0.035398,0.036448,0.038464,0.039414
2018/1/22,0.035198,0.036585,0.03871,0.039522
2018/1/19,0.035603,0.036712,0.038825,0.039754
2018/1/18,0.035828,0.036652,0.039025,0.039797
2018/1/17,0.035828,0.036647,0.0389,0.039597
2018/1/16,0.035828,0.03663,0.038716,0.039596
2018/1/15,0.035826,0.036787,0.038713,0.03965
2018/1/12,0.035827,0.036619,0.038598,0.039337
2018/1/11,0.035675,0.036739,0.038648,0.039546
2018/1/10,0.035675,0.03651,0.038458,0.039201
2018/1/9,0.035382,0.036528,0.038255,0.038909
2018/1/8,0.035336,0.036771,0.038257,0.03911
2018/1/5,0.035392,0.037164,0.038484,0.039212
2018/1/4,0.035968,0.037496,0.038804,0.039319
2018/1/3,0.036667,0.037426,0.038503,0.039162
2018/1/2,0.036767,0.037786,0.038262,0.039008
2017/12/31,0.037909,0.037808,0.038445,0.038807
2017/12/30,0.037909,0.037808,0.038445,0.038807
2017/12/29,0.037909,0.037808,0.038445,0.038807
2017/12/28,0.037955,0.038063,0.038446,0.038857
2017/12/27,0.037979,0.038112,0.03844,0.038956
2017/12/26,0.037979,0.03811,0.038333,0.038881
2017/12/25,0.037979,0.037951,0.038133,0.038731
2017/12/22,0.037979,0.038,0.038335,0.03878
2017/12/21,0.037979,0.037943,0.038393,0.039005
2017/12/20,0.038029,0.037907,0.038403,0.039005
2017/12/19,0.03773,0.037507,0.038327,0.039005
2017/12/18,0.037631,0.037654,0.038263,0.038904
2017/12/15,0.037781,0.037653,0.038518,0.038904
2017/12/14,0.037781,0.037709,0.038886,0.039104
2017/12/13,0.037846,0.037911,0.039031,0.039303
2017/12/12,0.037647,0.037766,0.039195,0.039378
2017/12/11,0.037548,0.037717,0.038986,0.039303
2017/12/8,0.037546,0.037554,0.038512,0.039102
2017/12/7,0.037348,0.037452,0.038362,0.038927
2017/12/6,0.037442,0.037452,0.038044,0.038752
2017/12/5,0.036342,0.037608,0.037983,0.038752
2017/12/4,0.036305,0.037661,0.038061,0.038902
2017/12/1,0.036344,0.037658,0.038136,0.038852
2017/11/30,0.036404,0.037759,0.038444,0.038901
2017/11/29,0.036801,0.037741,0.038705,0.039101
2017/11/28,0.037,0.037836,0.038909,0.039601
2017/11/27,0.036905,0.037787,0.038859,0.039501
2017/11/24,0.036688,0.037686,0.038857,0.039463
2017/11/23,0.036498,0.037804,0.039164,0.039851
2017/11/22,0.036403,0.037852,0.039163,0.03985
2017/11/21,0.036203,0.037699,0.038879,0.0395
2017/11/20,0.036101,0.037547,0.038806,0.0394
2017/11/17,0.036154,0.037449,0.038647,0.0392
2017/11/16,0.036154,0.037333,0.038651,0.039225
2017/11/15,0.036154,0.037435,0.038955,0.0395
2017/11/14,0.035955,0.037745,0.039278,0.039525
2017/11/13,0.035922,0.037488,0.039361,0.0395
2017/11/10,0.035922,0.037212,0.03905,0.039
2017/11/9,0.035787,0.037024,0.038926,0.038863
2017/11/8,0.035927,0.037018,0.03888,0.038725
2017/11/7,0.035994,0.03681,0.039203,0.038813
2017/11/6,0.035977,0.036758,0.038871,0.038694
2017/11/3,0.03576,0.036812,0.03887,0.038816
2017/11/2,0.035791,0.036911,0.038772,0.038718
2017/11/1,0.035791,0.036808,0.038529,0.03863
2017/10/31,0.035683,0.03721,0.038826,0.038917
2017/10/30,0.035532,0.037308,0.039117,0.039115
2017/10/27,0.035194,0.036583,0.038211,0.038266
2017/10/26,0.035127,0.036463,0.037661,0.037769
2017/10/25,0.034969,0.036478,0.03766,0.037768
2017/10/24,0.034844,0.036124,0.037107,0.03722
2017/10/23,0.034856,0.036044,0.037254,0.037231
2017/10/20,0.034836,0.036012,0.037246,0.037217
2017/10/19,0.034937,0.035927,0.037334,0.037167
2017/10/18,0.034962,0.036145,0.037588,0.037366
2017/10/17,0.035037,0.036108,0.037647,0.037409
2017/10/16,0.034966,0.035896,0.037268,0.037054
2017/10/13,0.034881,0.035801,0.036782,0.03674
2017/10/12,0.034891,0.035984,0.036769,0.036765
2017/10/11,0.034788,0.035796,0.036462,0.03654
2017/10/10,0.034914,0.035892,0.036413,0.03647
2017/10/9,0.034826,0.035846,0.036376,0.036477
2017/9/30,0.03466,0.035669,0.036166,0.036136
2017/9/29,0.034585,0.035514,0.036044,0.036136
2017/9/28,0.034579,0.035729,0.036049,0.036136
2017/9/27,0.034566,0.035741,0.036216,0.036235
2017/9/26,0.034477,0.035692,0.036166,0.036172
2017/9/25,0.034686,0.035661,0.036008,0.035985
2017/9/22,0.034674,0.035762,0.036155,0.036209
2017/9/21,0.034715,0.035931,0.036399,0.036334
2017/9/20,0.034661,0.035785,0.036235,0.036209
2017/9/19,0.034759,0.035484,0.036146,0.036158
2017/9/18,0.034695,0.035334,0.036289,0.03622
2017/9/15,0.034759,0.035217,0.035995,0.035982
2017/9/14,0.034803,0.03523,0.035968,0.035982
2017/9/13,0.034912,0.035264,0.03622,0.036356
2017/9/12,0.034832,0.035161,0.035895,0.036181
2017/9/11,0.034771,0.035191,0.035918,0.036156
2017/9/8,0.034625,0.03512,0.035811,0.036005
2017/9/7,0.034837,0.03542,0.036056,0.036155
2017/9/6,0.035062,0.035719,0.036314,0.036554
2017/9/5,0.034214,0.035843,0.036403,0.036641
2017/9/4,0.033959,0.035816,0.036235,0.036454
2017/9/1,0.033909,0.035761,0.036181,0.036353
2017/8/31,0.033883,0.035797,0.036124,0.036265
2017/8/30,0.033957,0.035852,0.036227,0.036303
2017/8/29,0.033609,0.035873,0.036222,0.036303
2017/8/28,0.033605,0.035876,0.036463,0.036502
2017/8/25,0.03361,0.035607,0.036107,0.036327
2017/8/24,0.033468,0.035394,0.036084,0.036252
2017/8/23,0.033355,0.03506,0.035903,0.036152
2017/8/22,0.033352,0.035006,0.036035,0.036201
2017/8/21,0.033364,0.034927,0.036011,0.036181
2017/8/18,0.033373,0.03487,0.035929,0.035951
2017/8/17,0.033333,0.034843,0.035903,0.035926
2017/8/16,0.03335,0.034763,0.035866,0.035988
2017/8/15,0.033403,0.034632,0.035725,0.035801
2017/8/14,0.03326,0.034532,0.035715,0.035925
2017/8/11,0.033413,0.034728,0.035849,0.036163
2017/8/10,0.033448,0.0347,0.036232,0.036375
2017/8/9,0.033621,0.034822,0.036355,0.0366
2017/8/8,0.033614,0.034751,0.036149,0.036538
2017/8/7,0.033563,0.034616,0.035997,0.036626
2017/8/4,0.033303,0.034666,0.03563,0.036262
2017/8/3,0.0338,0.034709,0.035666,0.036262
2017/8/2,0.033963,0.034706,0.035703,0.036311
2017/8/1,0.034127,0.034906,0.035799,0.036373
2017/7/31,0.033974,0.035078,0.035628,0.03626
2017/7/28,0.03383,0.03509,0.035408,0.036034
2017/7/27,0.033889,0.035139,0.035405,0.036021
2017/7/26,0.033998,0.035147,0.035406,0.03617
2017/7/25,0.033923,0.034932,0.035155,0.03592
2017/7/24,0.03406,0.034793,0.03503,0.035769
2017/7/21,0.034047,0.03484,0.035041,0.035829
2017/7/20,0.034071,0.034756,0.035003,0.03574
2017/7/19,0.03442,0.034946,0.035102,0.035901
2017/7/18,0.034378,0.035006,0.035177,0.035851
2017/7/17,0.034383,0.034706,0.034961,0.035626
2017/7/14,0.034506,0.03476,0.035107,0.035637
2017/7/13,0.034525,0.034775,0.035082,0.035643
2017/7/12,0.03456,0.034821,0.035107,0.035749
2017/7/11,0.034579,0.034823,0.035096,0.035836
2017/7/10,0.034579,0.03485,0.035,0.035911
2017/7/7,0.034575,0.034757,0.034838,0.035897
2017/7/6,0.034464,0.034667,0.034845,0.03566
2017/7/5,0.034648,0.034921,0.035047,0.03576
2017/7/4,0.034546,0.035132,0.03528,0.036009
2017/7/3,0.034596,0.035259,0.035328,0.036033
2017/6/30,0.0346,0.034973,0.034931,0.035683
2017/6/29,0.034496,0.034664,0.034657,0.035483
2017/6/28,0.034545,0.034697,0.034654,0.035333
2017/6/27,0.034495,0.034549,0.034629,0.035084
2017/6/26,0.034815,0.034991,0.034708,0.035134
2017/6/23,0.035057,0.035362,0.035073,0.035457
2017/6/22,0.035489,0.035418,0.035415,0.035607
2017/6/21,0.035488,0.034949,0.035134,0.035406
2017/6/20,0.035488,0.034738,0.034717,0.034881
2017/6/19,0.03573,0.034868,0.034765,0.035006
2017/6/16,0.035979,0.035549,0.035561,0.03568
2017/6/15,0.035941,0.03547,0.035365,0.035554
2017/6/14,0.036042,0.035622,0.03544,0.035354
2017/6/13,0.036138,0.035498,0.03559,0.035754
2017/6/12,0.036138,0.035449,0.035621,0.035841
2017/6/9,0.036574,0.035893,0.03612,0.036303
2017/6/8,0.03659,0.036198,0.036369,0.036478
2017/6/7,0.035982,0.036146,0.036015,0.036427
2017/6/6,0.035158,0.035897,0.035839,0.036328
2017/6/5,0.035018,0.035844,0.035529,0.036152
2017/6/2,0.034964,0.03589,0.035709,0.036277
2017/6/1,0.034818,0.035772,0.03571,0.036152
2017/5/31,0.034542,0.035747,0.035758,0.036102
2017/5/27,0.034651,0.036256,0.0364,0.036499
2017/5/26,0.034704,0.036392,0.036557,0.036501
2017/5/25,0.034655,0.036402,0.036454,0.036476
2017/5/24,0.03486,0.036746,0.036604,0.036601
2017/5/23,0.034923,0.037096,0.037053,0.036725
2017/5/22,0.034876,0.037246,0.037204,0.036601
2017/5/19,0.034827,0.036914,0.036823,0.03625
2017/5/18,0.034785,0.036696,0.036454,0.036075
2017/5/17,0.034856,0.036797,0.0368,0.036275
2017/5/16,0.034883,0.036057,0.036454,0.036225
2017/5/15,0.034709,0.036008,0.036259,0.0361
2017/5/12,0.034683,0.036493,0.036542,0.036525
2017/5/11,0.034348,0.036015,0.036309,0.0364
2017/5/10,0.03453,0.035805,0.036819,0.0369
2017/5/9,0.034074,0.035254,0.035921,0.036325
2017/5/8,0.033919,0.035003,0.035361,0.036042
2017/5/5,0.033922,0.034297,0.034813,0.035592
2017/5/4,0.033736,0.0342,0.034663,0.035517
2017/5/3,0.033079,0.033486,0.034117,0.035219
2017/5/2,0.032422,0.033052,0.033718,0.03487
2017/4/28,0.031672,0.032298,0.033417,0.034668
2017/4/27,0.0317,0.032306,0.033343,0.034494
2017/4/26,0.0314,0.03237,0.033419,0.034519
2017/4/25,0.03115,0.031993,0.033372,0.034568
2017/4/24,0.031138,0.031867,0.033776,0.034991
2017/4/21,0.03105,0.031635,0.033215,0.034614
2017/4/20,0.031164,0.031509,0.032761,0.03424
2017/4/19,0.030912,0.031481,0.032709,0.034065
2017/4/18,0.030908,0.031436,0.032608,0.034064
2017/4/17,0.030757,0.030838,0.032508,0.03416
2017/4/14,0.030333,0.030584,0.03175,0.033599
2017/4/13,0.030017,0.030302,0.031595,0.03322
2017/4/12,0.030016,0.030248,0.031648,0.033283
2017/4/11,0.030041,0.030344,0.031259,0.033209
2017/4/10,0.030066,0.03023,0.031107,0.033166
2017/4/7,0.029962,0.030236,0.030888,0.032966
2017/4/6,0.029766,0.030256,0.031096,0.033109
2017/4/5,0.029555,0.03027,0.030883,0.033102
2017/4/1,0.029125,0.03003,0.030844,0.03273
2017/3/31,0.028632,0.030186,0.030782,0.032828
2017/3/30,0.028443,0.030253,0.030831,0.03289
2017/3/29,0.028442,0.03036,0.030757,0.032695
2017/3/28,0.028467,0.030319,0.030758,0.032626
2017/3/27,0.028517,0.030413,0.030824,0.032451
2017/3/24,0.028517,0.030619,0.03104,0.032529
2017/3/23,0.028841,0.030742,0.031424,0.033034
2017/3/22,0.028885,0.030138,0.031523,0.033068
2017/3/21,0.028939,0.029759,0.031441,0.033141
2017/3/20,0.028579,0.029321,0.031204,0.033141
2017/3/17,0.028648,0.029292,0.031135,0.033124
2017/3/16,0.02859,0.029187,0.03101,0.033097
2017/3/15,0.028365,0.029165,0.0312,0.033524
2017/3/14,0.028314,0.029169,0.031198,0.033653
2017/3/13,0.028138,0.029078,0.031363,0.033851
2017/3/10,0.028271,0.029328,0.031507,0.034156
2017/3/9,0.028368,0.029348,0.031016,0.034151
2017/3/8,0.028246,0.029581,0.030739,0.034088
2017/3/7,0.027857,0.029254,0.030387,0.033643
2017/3/6,0.02786,0.02895,0.030404,0.033615
2017/3/3,0.028002,0.029024,0.030391,0.033573
2017/3/2,0.027617,0.028897,0.03045,0.033483
2017/3/1,0.027144,0.028894,0.03019,0.033252
2017/2/28,0.027121,0.029001,0.029999,0.032921
2017/2/27,0.027106,0.028945,0.029816,0.032871
2017/2/24,0.027069,0.028886,0.030076,0.032916
2017/2/23,0.02698,0.028575,0.030036,0.032714
2017/2/22,0.027087,0.028673,0.030081,0.032839
2017/2/21,0.027166,0.028452,0.03009,0.033013
2017/2/20,0.027505,0.028806,0.029966,0.032812
2017/2/17,0.027982,0.028805,0.030426,0.033311
2017/2/16,0.028127,0.029017,0.030677,0.033559
2017/2/15,0.028226,0.029206,0.030562,0.034058
2017/2/14,0.028228,0.029519,0.030446,0.034107
2017/2/13,0.028467,0.029367,0.030346,0.034192
2017/2/10,0.028357,0.02951,0.030542,0.034368
2017/2/9,0.0283,0.029514,0.030646,0.034148
2017/2/8,0.028621,0.029508,0.031104,0.034591
2017/2/7,0.028942,0.029554,0.031103,0.034866
2017/2/6,0.028439,0.029079,0.031067,0.034905
2017/2/4,0.027926,0.02877,0.031067,0.034099
2017/2/3,0.027402,0.028551,0.030791,0.034214
2017/1/26,0.026757,0.028212,0.030375,0.033465
2017/1/25,0.026543,0.028213,0.030275,0.033463
2017/1/24,0.026418,0.027961,0.02973,0.032837
2017/1/23,0.026429,0.027808,0.029568,0.032429
2017/1/22,0.02643,0.027873,0.029645,0.03255
2017/1/20,0.026413,0.028082,0.029619,0.03244
2017/1/19,0.026678,0.028168,0.029715,0.032584
2017/1/18,0.02638,0.028194,0.029612,0.032682
2017/1/17,0.026677,0.028382,0.02983,0.032692
2017/1/16,0.026224,0.027933,0.029596,0.032496
2017/1/13,0.026866,0.028121,0.029452,0.032022
2017/1/12,0.027147,0.028106,0.029616,0.031888
2017/1/11,0.027164,0.02853,0.029531,0.032055
2017/1/10,0.027252,0.028191,0.029119,0.031792
2017/1/9,0.02765,0.02816,0.029445,0.031692
2017/1/6,0.027799,0.028348,0.029534,0.031953
2017/1/5,0.027804,0.028567,0.029306,0.032086
2017/1/4,0.02749,0.028599,0.029339,0.031823
2017/1/3,0.027484,0.028265,0.028877,0.031054
2016/12/31,0.026503,0.02785,0.02854,0.030115
2016/12/30,0.026493,0.02785,0.02854,0.030115
2016/12/29,0.02718,0.028067,0.028574,0.030471
2016/12/28,0.027507,0.029206,0.029274,0.031223
2016/12/27,0.027348,0.029256,0.029327,0.031628
2016/12/26,0.027236,0.029278,0.029422,0.031551
2016/12/23,0.027165,0.029981,0.030013,0.031769
2016/12/22,0.028718,0.030588,0.030675,0.031908
2016/12/21,0.029194,0.030588,0.031374,0.032815
2016/12/20,0.030491,0.031229,0.031906,0.033739
2016/12/19,0.030491,0.030498,0.031483,0.033316
2016/12/16,0.029874,0.029986,0.030561,0.032803
2016/12/15,0.028556,0.029163,0.030906,0.033315
2016/12/14,0.027059,0.027489,0.029657,0.032186
2016/12/13,0.025995,0.027487,0.029234,0.031863
2016/12/12,0.025744,0.027132,0.029043,0.031458
2016/12/9,0.025096,0.026895,0.028413,0.030853
2016/12/8,0.0244,0.026701,0.028635,0.030753
2016/12/7,0.023984,0.026722,0.028955,0.030877
2016/12/6,0.023702,0.026654,0.029062,0.031151
2016/12/5,0.023974,0.026216,0.028131,0.030302
2016/12/2,0.023509,0.026632,0.027892,0.029895
2016/12/1,0.02327,0.026437,0.027839,0.029893
2016/11/30,0.02301,0.026027,0.027282,0.029502
2016/11/29,0.022599,0.025525,0.027096,0.028906
2016/11/28,0.0222,0.025122,0.026587,0.028502
2016/11/25,0.022294,0.025102,0.026476,0.02865
2016/11/24,0.022002,0.024755,0.026383,0.028502
2016/11/23,0.021853,0.024588,0.026491,0.028451
2016/11/22,0.021753,0.024587,0.026592,0.028689
2016/11/21,0.022027,0.024567,0.026694,0.028851
2016/11/18,0.022258,0.024463,0.026582,0.028901
2016/11/17,0.021813,0.024318,0.026638,0.029055
2016/11/16,0.021514,0.024068,0.026181,0.028652
2016/11/15,0.021618,0.024062,0.026023,0.028501
2016/11/14,0.021313,0.023656,0.025877,0.028577
2016/11/11,0.021406,0.023714,0.025252,0.02815
2016/11/10,0.021401,0.023691,0.024837,0.027926
2016/11/9,0.021401,0.023689,0.024887,0.027651
2016/11/8,0.021451,0.023635,0.024733,0.027634
2016/11/7,0.021451,0.023581,0.024663,0.027475
2016/11/4,0.021391,0.023422,0.024524,0.027339
2016/11/3,0.0215,0.023418,0.024421,0.027301
2016/11/2,0.021621,0.023515,0.024367,0.027372
2016/11/1,0.021741,0.023516,0.024519,0.027375
2016/10/31,0.021711,0.023407,0.024518,0.027425
2016/10/28,0.021751,0.023397,0.024412,0.027027
2016/10/27,0.02187,0.023489,0.02446,0.027068
2016/10/26,0.021803,0.023385,0.024556,0.0272
2016/10/25,0.021493,0.023025,0.02409,0.026859
