时间,一年期收益率,三年期收益率,五年期收益率,十年期收益率
2016/10/24,0.021593,0.023177,0.024124,0.026595
2016/10/21,0.021461,0.023024,0.024056,0.026451
2016/10/20,0.021361,0.022926,0.024271,0.026518
2016/10/19,0.021361,0.023087,0.024351,0.026664
2016/10/18,0.021446,0.023191,0.024631,0.026965
2016/10/17,0.021495,0.023884,0.024694,0.026904
2016/10/14,0.021381,0.02378,0.024677,0.026952
2016/10/13,0.021467,0.023887,0.025263,0.02701
2016/10/12,0.02159,0.023978,0.025197,0.027098
2016/10/11,0.021513,0.02398,0.02514,0.026835
2016/10/10,0.021487,0.02398,0.025134,0.026735
2016/10/9,0.0216,0.024128,0.025174,0.02676
2016/10/8,0.021507,0.024138,0.025447,0.027047
2016/9/30,0.021584,0.02411,0.025489,0.027258
2016/9/29,0.021684,0.023884,0.025552,0.027282
2016/9/28,0.021684,0.023775,0.025609,0.027244
2016/9/27,0.021684,0.023983,0.025536,0.027144
2016/9/26,0.021534,0.02407,0.025474,0.027157
2016/9/23,0.021584,0.02398,0.025529,0.027318
2016/9/22,0.021634,0.024211,0.025639,0.027456
2016/9/21,0.021734,0.024378,0.02571,0.027518
2016/9/20,0.021734,0.024278,0.02568,0.027431
2016/9/19,0.021784,0.024376,0.025699,0.027605
2016/9/18,0.021834,0.02448,0.025748,0.027655
2016/9/14,0.021717,0.024471,0.025708,0.027579
2016/9/13,0.021722,0.024467,0.025732,0.027654
2016/9/12,0.021854,0.024511,0.025782,0.027916
2016/9/9,0.021622,0.024249,0.025632,0.027678
2016/9/8,0.021405,0.024256,0.025739,0.027753
2016/9/7,0.02128,0.024308,0.025731,0.027853
2016/9/6,0.021359,0.024303,0.025728,0.027628
2016/9/5,0.021267,0.02425,0.025733,0.027503
2016/9/2,0.021297,0.024238,0.025619,0.027452
2016/9/1,0.02113,0.024137,0.025622,0.027452
2016/8/31,0.02116,0.024275,0.025713,0.027425
2016/8/30,0.021286,0.024275,0.025663,0.027527
2016/8/29,0.021282,0.02412,0.025611,0.027064
2016/8/26,0.021262,0.024314,0.025435,0.026927
2016/8/25,0.021199,0.02421,0.025489,0.027201
2016/8/24,0.021108,0.024099,0.025595,0.027301
2016/8/23,0.021026,0.023949,0.025445,0.027201
2016/8/22,0.021032,0.023841,0.025079,0.026801
2016/8/19,0.021015,0.023679,0.025264,0.027001
2016/8/18,0.020904,0.023473,0.025059,0.026801
2016/8/17,0.021004,0.023569,0.024974,0.026901
2016/8/16,0.020955,0.023566,0.024763,0.026651
2016/8/15,0.021302,0.023555,0.024656,0.026401
2016/8/12,0.021385,0.023699,0.024752,0.026701
2016/8/11,0.021531,0.023843,0.024872,0.026875
2016/8/10,0.02169,0.023712,0.025003,0.02695
2016/8/9,0.021789,0.023834,0.025306,0.027125
2016/8/8,0.021851,0.024083,0.025553,0.027472
2016/8/5,0.02186,0.024126,0.025547,0.027534
2016/8/4,0.02196,0.024322,0.025796,0.027694
2016/8/3,0.022157,0.024343,0.025793,0.027718
2016/8/2,0.022454,0.024414,0.02584,0.027792
2016/8/1,0.022369,0.024782,0.025831,0.02783
2016/7/29,0.022394,0.024802,0.025827,0.027768
2016/7/28,0.022383,0.024715,0.025825,0.027867
2016/7/27,0.022423,0.024873,0.025821,0.027967
2016/7/26,0.022663,0.025008,0.025919,0.027913
2016/7/25,0.022629,0.024953,0.025917,0.028068
2016/7/22,0.022629,0.024842,0.025965,0.027907
2016/7/21,0.022404,0.024914,0.026012,0.027806
2016/7/20,0.02265,0.02511,0.02621,0.027996
2016/7/19,0.022938,0.025223,0.02656,0.028197
2016/7/18,0.022994,0.025261,0.026775,0.028271
2016/7/15,0.023187,0.025258,0.026818,0.028271
2016/7/14,0.023191,0.025318,0.026942,0.028395
2016/7/13,0.023295,0.025441,0.027014,0.028494
2016/7/12,0.023131,0.02531,0.026805,0.028368
2016/7/11,0.023039,0.025313,0.026586,0.028268
2016/7/8,0.023074,0.025194,0.026493,0.028016
2016/7/7,0.02317,0.025183,0.026479,0.028066
2016/7/6,0.023317,0.025437,0.026669,0.028365
2016/7/5,0.023464,0.025478,0.026829,0.028514
2016/7/4,0.023611,0.025462,0.026715,0.028314
2016/7/1,0.023611,0.025293,0.026556,0.028038
2016/6/30,0.023901,0.025484,0.026865,0.028411
2016/6/29,0.024022,0.025591,0.026937,0.028586
2016/6/28,0.023917,0.025567,0.026856,0.02861
2016/6/27,0.023985,0.025427,0.026726,0.02831
2016/6/24,0.024005,0.025678,0.027079,0.028808
2016/6/23,0.023979,0.025827,0.027497,0.029307
2016/6/22,0.02402,0.025968,0.02751,0.029307
2016/6/21,0.024076,0.02599,0.027735,0.029405
2016/6/20,0.024061,0.025886,0.027705,0.029481
2016/6/17,0.023989,0.025967,0.027611,0.029379
2016/6/16,0.024006,0.025938,0.027612,0.029455
2016/6/15,0.024071,0.026052,0.027744,0.029604
2016/6/14,0.024087,0.02597,0.027818,0.029654
2016/6/13,0.02413,0.026079,0.02814,0.029979
2016/6/12,0.02416,0.026086,0.028076,0.030053
2016/6/8,0.024041,0.02609,0.028161,0.030077
2016/6/7,0.023979,0.026021,0.027815,0.030071
2016/6/6,0.024022,0.026058,0.02771,0.030041
2016/6/3,0.023975,0.026053,0.027833,0.030152
2016/6/2,0.023753,0.026069,0.027649,0.030127
2016/6/1,0.023438,0.026019,0.027519,0.029952
2016/5/31,0.023201,0.026074,0.027513,0.029851
2016/5/30,0.023196,0.026098,0.027561,0.029776
2016/5/27,0.023168,0.026034,0.027593,0.029451
2016/5/26,0.023194,0.025644,0.027571,0.029401
2016/5/25,0.02313,0.025561,0.027453,0.029401
2016/5/24,0.023187,0.02543,0.027471,0.02935
2016/5/23,0.023004,0.025432,0.027521,0.02955
2016/5/20,0.023064,0.02537,0.027408,0.0295
2016/5/19,0.023143,0.025417,0.027663,0.0296
2016/5/18,0.023131,0.025362,0.027661,0.02955
2016/5/17,0.022989,0.025055,0.027201,0.0293
2016/5/16,0.022992,0.025051,0.02712,0.029275
2016/5/13,0.022905,0.025249,0.027023,0.02905
2016/5/12,0.023002,0.025344,0.027018,0.028975
2016/5/11,0.023071,0.025544,0.027137,0.029075
2016/5/10,0.023248,0.025639,0.026951,0.029
2016/5/9,0.023526,0.025733,0.026895,0.028818
2016/5/6,0.023403,0.025877,0.027243,0.029016
2016/5/5,0.0235,0.025771,0.027194,0.029017
2016/5/4,0.023126,0.025847,0.02719,0.028965
2016/5/3,0.022752,0.025754,0.027092,0.02889
2016/4/29,0.02307,0.025817,0.027282,0.028913
2016/4/28,0.023029,0.025568,0.027436,0.028863
2016/4/27,0.022805,0.025568,0.027334,0.029108
2016/4/26,0.023011,0.025603,0.027635,0.029212
2016/4/25,0.023273,0.025796,0.027983,0.029362
2016/4/22,0.022706,0.024963,0.027173,0.029309
2016/4/21,0.022349,0.024668,0.027022,0.029208
2016/4/20,0.022296,0.024561,0.026969,0.029258
2016/4/19,0.022143,0.024237,0.026391,0.02906
2016/4/18,0.022187,0.024387,0.026258,0.029047
2016/4/15,0.022172,0.024534,0.026335,0.029151
2016/4/14,0.022259,0.024534,0.02645,0.029352
2016/4/13,0.022319,0.024252,0.026179,0.029271
2016/4/12,0.021893,0.023949,0.02526,0.0291
2016/4/11,0.021776,0.023849,0.02521,0.029091
2016/4/8,0.021677,0.023797,0.025044,0.029158
2016/4/7,0.021358,0.023709,0.024947,0.029049
2016/4/6,0.021057,0.023466,0.024964,0.028689
2016/4/5,0.020854,0.023211,0.024876,0.028637
2016/4/1,0.020964,0.023083,0.024716,0.028422
2016/3/31,0.020861,0.023025,0.02472,0.028419
2016/3/30,0.020796,0.023079,0.024718,0.028362
2016/3/29,0.021039,0.022964,0.025153,0.02851
2016/3/28,0.020918,0.023232,0.025339,0.028665
2016/3/25,0.02053,0.023056,0.025181,0.028311
2016/3/24,0.02069,0.023134,0.025298,0.028309
2016/3/23,0.020589,0.023351,0.025489,0.028307
2016/3/22,0.020842,0.023603,0.025639,0.028304
2016/3/21,0.020552,0.023563,0.025684,0.028305
2016/3/18,0.020551,0.023443,0.025554,0.028229
2016/3/17,0.020788,0.023684,0.02566,0.028154
2016/3/16,0.021012,0.02377,0.025593,0.028054
2016/3/15,0.021275,0.024068,0.025839,0.028404
2016/3/14,0.021469,0.02444,0.025891,0.028504
2016/3/11,0.021612,0.024882,0.025727,0.028453
2016/3/10,0.021895,0.024843,0.026049,0.028653
2016/3/9,0.021864,0.025048,0.026244,0.028928
2016/3/8,0.02187,0.025247,0.026602,0.029352
2016/3/7,0.021902,0.025172,0.026494,0.029303
2016/3/4,0.021742,0.025076,0.026277,0.028952
2016/3/3,0.022132,0.025118,0.026376,0.029002
2016/3/2,0.022093,0.025058,0.026217,0.028752
2016/3/1,0.022086,0.025295,0.026202,0.028527
2016/2/29,0.022576,0.02537,0.026454,0.028502
2016/2/26,0.022764,0.025283,0.026499,0.028551
2016/2/25,0.022834,0.025319,0.026651,0.028651
2016/2/24,0.022638,0.025175,0.026498,0.028676
2016/2/23,0.022622,0.025679,0.026579,0.028451
2016/2/22,0.022678,0.025507,0.026687,0.028426
2016/2/19,0.02251,0.02567,0.027001,0.028251
2016/2/18,0.022718,0.025634,0.027053,0.028351
2016/2/17,0.022817,0.025732,0.027144,0.028351
2016/2/16,0.023452,0.025659,0.027089,0.028376
2016/2/15,0.023192,0.025774,0.026797,0.028371
2016/2/14,0.023018,0.02578,0.02684,0.028221
2016/2/6,0.023268,0.025675,0.027393,0.028535
2016/2/5,0.023259,0.025637,0.027279,0.028535
2016/2/4,0.02316,0.025715,0.027312,0.02855
2016/2/3,0.02316,0.026041,0.027508,0.028918
2016/2/2,0.023208,0.025976,0.027495,0.028818
2016/2/1,0.023109,0.025813,0.027257,0.028368
2016/1/29,0.023214,0.026149,0.027492,0.028419
2016/1/28,0.023608,0.02624,0.027814,0.028866
2016/1/27,0.023519,0.026209,0.027994,0.029016
2016/1/26,0.02311,0.026228,0.027633,0.028616
2016/1/25,0.023109,0.026301,0.027514,0.02859
2016/1/22,0.02306,0.025647,0.026657,0.027741
2016/1/21,0.023006,0.025995,0.026714,0.027914
2016/1/20,0.023105,0.026063,0.026934,0.028114
2016/1/19,0.022724,0.02577,0.026643,0.027964
2016/1/18,0.022618,0.02565,0.026431,0.027764
2016/1/15,0.022782,0.025601,0.02628,0.027464
2016/1/14,0.022793,0.025199,0.026084,0.027513
2016/1/13,0.022804,0.025192,0.026005,0.027237
2016/1/12,0.023054,0.025618,0.02662,0.027887
2016/1/11,0.023511,0.025792,0.02693,0.028187
2016/1/8,0.023634,0.025906,0.027347,0.028362
2016/1/7,0.0237,0.02611,0.027538,0.028511
2016/1/6,0.02369,0.026322,0.027598,0.028861
2016/1/5,0.02368,0.026173,0.027871,0.028911
2016/1/4,0.023479,0.025697,0.027488,0.02871
2015/12/31,0.022979,0.025466,0.027014,0.028212
2015/12/30,0.022979,0.025395,0.027014,0.028261
2015/12/29,0.023076,0.025153,0.0266,0.028061
2015/12/28,0.023076,0.025413,0.026585,0.027961
2015/12/25,0.022946,0.025694,0.026565,0.028061
2015/12/24,0.023135,0.025603,0.02663,0.02801
2015/12/23,0.023332,0.025722,0.026794,0.02846
2015/12/22,0.023204,0.025761,0.026629,0.02861
2015/12/21,0.023601,0.025836,0.026996,0.028811
2015/12/18,0.023647,0.02666,0.027344,0.029408
2015/12/17,0.023907,0.026961,0.027667,0.029857
2015/12/16,0.024028,0.027292,0.0282,0.030007
2015/12/15,0.024474,0.027387,0.028263,0.030157
2015/12/14,0.024523,0.027333,0.028434,0.030306
2015/12/11,0.024644,0.02706,0.028178,0.029931
2015/12/10,0.024841,0.027115,0.028277,0.030018
2015/12/9,0.024866,0.027106,0.028226,0.029968
2015/12/8,0.024911,0.027099,0.028393,0.030005
2015/12/7,0.025201,0.027242,0.028651,0.03028
2015/12/4,0.025351,0.027071,0.028661,0.030254
2015/12/3,0.025506,0.027152,0.028656,0.030304
2015/12/2,0.025656,0.027885,0.029003,0.030454
2015/12/1,0.025754,0.027925,0.028884,0.030504
2015/11/30,0.025754,0.028277,0.028843,0.030404
2015/11/27,0.025738,0.028336,0.029005,0.030603
2015/11/26,0.025639,0.028513,0.02909,0.030503
2015/11/25,0.025802,0.0286,0.02941,0.030853
2015/11/24,0.025676,0.028455,0.029638,0.031077
2015/11/23,0.025849,0.028636,0.029892,0.031302
2015/11/20,0.025764,0.028573,0.029786,0.031251
2015/11/19,0.025948,0.028638,0.030021,0.031402
2015/11/18,0.025907,0.028375,0.030119,0.031402
2015/11/17,0.025911,0.028379,0.029948,0.031252
2015/11/16,0.026041,0.028314,0.029792,0.031352
2015/11/13,0.025589,0.028329,0.029836,0.031251
2015/11/12,0.025499,0.028196,0.030058,0.031351
2015/11/11,0.025616,0.028405,0.030195,0.031226
2015/11/10,0.02555,0.028431,0.030523,0.032001
2015/11/9,0.025389,0.028381,0.030479,0.032099
2015/11/6,0.02463,0.027781,0.029647,0.03125
2015/11/5,0.024342,0.027618,0.029657,0.03115
2015/11/4,0.024312,0.027809,0.029734,0.031351
2015/11/3,0.024284,0.027414,0.029284,0.0308
2015/11/2,0.024032,0.027159,0.029032,0.030525
2015/10/30,0.023513,0.027381,0.029112,0.0306
2015/10/29,0.023683,0.027158,0.028915,0.0305
2015/10/28,0.023698,0.027247,0.028215,0.02987
2015/10/27,0.023748,0.027139,0.028112,0.0298
2015/10/26,0.024237,0.027533,0.028562,0.0302
2015/10/23,0.024454,0.027779,0.028865,0.0304
2015/10/22,0.024234,0.027827,0.028962,0.030516
2015/10/21,0.024273,0.027872,0.029087,0.030616
2015/10/20,0.024255,0.02792,0.029058,0.030615
2015/10/19,0.024286,0.028122,0.029676,0.031214
2015/10/16,0.02432,0.028315,0.02966,0.031216
2015/10/15,0.02419,0.027751,0.029059,0.030814
2015/10/14,0.024084,0.028037,0.028729,0.030414
2015/10/13,0.024186,0.028297,0.029237,0.031064
2015/10/12,0.024269,0.028497,0.029641,0.031488
2015/10/10,0.024116,0.028389,0.029538,0.031612
2015/10/9,0.024091,0.028535,0.029739,0.031486
2015/10/8,0.024031,0.029041,0.030433,0.032409
2015/9/30,0.023919,0.029183,0.030529,0.032362
2015/9/29,0.02389,0.029483,0.030574,0.032457
2015/9/28,0.024032,0.029605,0.030929,0.032906
2015/9/25,0.023625,0.029772,0.031226,0.033101
2015/9/24,0.022893,0.029981,0.03132,0.03318
2015/9/23,0.023086,0.030098,0.031507,0.033354
2015/9/22,0.023078,0.029815,0.031548,0.033255
2015/9/21,0.023271,0.029905,0.031419,0.033204
2015/9/18,0.023292,0.029739,0.031467,0.033105
2015/9/17,0.023062,0.029822,0.031666,0.033204
2015/9/16,0.02333,0.029681,0.031413,0.033103
2015/9/15,0.023261,0.029683,0.031562,0.033104
2015/9/14,0.022862,0.029708,0.031718,0.033303
2015/9/11,0.022543,0.029765,0.031918,0.033404
2015/9/10,0.022546,0.029938,0.031901,0.033453
2015/9/9,0.022543,0.029902,0.031843,0.033478
2015/9/8,0.022737,0.029774,0.031763,0.033603
2015/9/7,0.022643,0.029659,0.031924,0.033353
2015/9/6,0.02254,0.029405,0.031459,0.033203
2015/9/2,0.022586,0.029493,0.031428,0.033002
2015/9/1,0.022628,0.029348,0.031178,0.033002
2015/8/31,0.022519,0.029311,0.031345,0.033252
2015/8/28,0.022735,0.029202,0.031634,0.033803
2015/8/27,0.022661,0.029256,0.031689,0.033902
2015/8/26,0.022657,0.029234,0.031924,0.03429
2015/8/25,0.0228,0.029376,0.03202,0.034577
2015/8/24,0.022807,0.029325,0.032399,0.034701
2015/8/21,0.022608,0.029132,0.032463,0.034951
2015/8/20,0.022608,0.029211,0.032723,0.035051
2015/8/19,0.022571,0.029263,0.032705,0.035201
2015/8/18,0.022621,0.029249,0.032623,0.035126
2015/8/17,0.022466,0.029324,0.032521,0.035176
2015/8/14,0.023273,0.029117,0.032558,0.035052
2015/8/13,0.022883,0.029397,0.032649,0.035153
2015/8/12,0.023181,0.029635,0.032661,0.035402
2015/8/11,0.022433,0.029594,0.032516,0.035256
2015/8/10,0.021843,0.028876,0.031799,0.034755
2015/8/7,0.021753,0.028891,0.031633,0.034553
2015/8/6,0.022073,0.028867,0.031646,0.0346
2015/8/5,0.022428,0.028852,0.03203,0.034701
2015/8/4,0.023254,0.028777,0.031981,0.0347
2015/8/3,0.023038,0.028888,0.032048,0.0347
2015/7/31,0.02253,0.028712,0.031798,0.034752
2015/7/30,0.022318,0.028682,0.031617,0.034402
2015/7/29,0.022388,0.028202,0.031553,0.034302
2015/7/28,0.022617,0.028654,0.031501,0.034401
2015/7/27,0.023113,0.028309,0.031596,0.034602
2015/7/24,0.02336,0.028378,0.031576,0.034602
2015/7/23,0.023335,0.028373,0.031658,0.034751
2015/7/22,0.024071,0.028485,0.031586,0.035145
2015/7/21,0.024417,0.028201,0.031765,0.035214
2015/7/20,0.024583,0.028503,0.031573,0.035009
2015/7/17,0.024501,0.028487,0.031563,0.035123
2015/7/16,0.024471,0.028485,0.031569,0.035208
2015/7/15,0.024368,0.028486,0.031715,0.035495
2015/7/14,0.024486,0.028475,0.031711,0.035341
2015/7/13,0.024455,0.028391,0.031448,0.035014
2015/7/10,0.023555,0.028226,0.031226,0.034885
2015/7/9,0.022655,0.028148,0.031061,0.034358
2015/7/8,0.022655,0.028402,0.031249,0.034307
2015/7/7,0.019155,0.028252,0.031321,0.034361
2015/7/6,0.017455,0.028328,0.031125,0.034917
2015/7/3,0.01774,0.028843,0.031587,0.035719
2015/7/2,0.017745,0.028785,0.031822,0.036223
2015/7/1,0.017378,0.028917,0.031678,0.036127
2015/6/30,0.017378,0.028973,0.032084,0.035976
2015/6/29,0.017528,0.028859,0.032278,0.03603
2015/6/26,0.017628,0.028662,0.032134,0.03608
2015/6/25,0.017128,0.028699,0.032129,0.036028
2015/6/24,0.017165,0.028687,0.032127,0.036079
2015/6/23,0.017159,0.02857,0.031923,0.036054
2015/6/19,0.017494,0.028662,0.031853,0.035825
2015/6/18,0.017044,0.028998,0.032044,0.03573
2015/6/17,0.01689,0.029468,0.032737,0.036052
2015/6/16,0.016407,0.029342,0.032756,0.036099
2015/6/15,0.016482,0.029282,0.032833,0.036681
2015/6/12,0.01687,0.029018,0.032518,0.036226
2015/6/11,0.017103,0.029023,0.032733,0.036197
2015/6/10,0.017097,0.0288,0.032527,0.035912
2015/6/9,0.017786,0.028572,0.032453,0.035565
2015/6/8,0.018576,0.028603,0.032459,0.035613
2015/6/5,0.018763,0.028672,0.032418,0.035814
2015/6/4,0.018813,0.028782,0.032512,0.035912
2015/6/3,0.019356,0.028868,0.032647,0.036111
2015/6/2,0.019651,0.028957,0.032809,0.03588
2015/6/1,0.019947,0.02924,0.033434,0.036404
2015/5/29,0.019387,0.029196,0.032924,0.035954
2015/5/28,0.019369,0.029029,0.033171,0.035652
2015/5/27,0.018707,0.028766,0.031597,0.035055
2015/5/26,0.020338,0.02895,0.031997,0.035214
2015/5/25,0.022462,0.028389,0.031707,0.03431
2015/5/22,0.023822,0.028293,0.031538,0.03416
2015/5/21,0.024373,0.028446,0.031151,0.034257
2015/5/20,0.024391,0.028494,0.031197,0.034282
2015/5/19,0.024574,0.028995,0.031007,0.034311
2015/5/18,0.02374,0.028204,0.03082,0.034109
2015/5/15,0.02344,0.027681,0.030508,0.033907
2015/5/14,0.023557,0.028524,0.029869,0.033803
2015/5/13,0.024501,0.029361,0.030637,0.034002
2015/5/12,0.025691,0.029941,0.031677,0.034002
2015/5/11,0.026562,0.030523,0.03217,0.033752
2015/5/8,0.026821,0.030917,0.032484,0.033703
2015/5/7,0.026912,0.031273,0.032828,0.034401
2015/5/6,0.02708,0.031516,0.032788,0.03456
2015/5/5,0.027278,0.031496,0.032599,0.034006
2015/5/4,0.027296,0.031421,0.032656,0.033804
2015/4/30,0.02694,0.031561,0.032533,0.033503
2015/4/29,0.028267,0.031664,0.032581,0.034
2015/4/28,0.028266,0.031735,0.032623,0.033804
2015/4/27,0.028663,0.031722,0.03274,0.033952
2015/4/24,0.029276,0.032255,0.033075,0.034454
2015/4/23,0.029713,0.032109,0.032936,0.034151
2015/4/22,0.030152,0.03145,0.032891,0.034052
2015/4/21,0.030092,0.031193,0.032857,0.034055
2015/4/20,0.030872,0.031526,0.033165,0.034554
2015/4/17,0.031628,0.032273,0.033977,0.035627
2015/4/16,0.030729,0.031988,0.034207,0.0356
2015/4/15,0.031002,0.031827,0.03417,0.035954
2015/4/14,0.031302,0.032023,0.034744,0.036211
2015/4/13,0.031602,0.032779,0.03467,0.036685
2015/4/10,0.031602,0.032571,0.034695,0.036947
2015/4/9,0.031202,0.032779,0.034671,0.03704
2015/4/8,0.031802,0.03302,0.034749,0.036938
2015/4/7,0.031801,0.032764,0.034549,0.035987
2015/4/3,0.031753,0.03261,0.034013,0.03572
2015/4/2,0.031743,0.032609,0.034113,0.035438
2015/4/1,0.032186,0.032917,0.034525,0.035997
2015/3/31,0.032236,0.033066,0.034625,0.036483
2015/3/30,0.031833,0.032766,0.034526,0.035849
2015/3/27,0.031833,0.032466,0.034271,0.035678
2015/3/26,0.031483,0.032376,0.033799,0.03544
2015/3/25,0.031183,0.032367,0.033254,0.035037
2015/3/24,0.031031,0.032487,0.033086,0.034841
2015/3/23,0.031032,0.032458,0.033029,0.034933
2015/3/20,0.03102,0.032157,0.032943,0.034958
2015/3/19,0.030992,0.032267,0.033357,0.035348
2015/3/18,0.031042,0.032332,0.033404,0.035519
2015/3/17,0.031142,0.032207,0.033201,0.035428
2015/3/16,0.030944,0.032356,0.033397,0.035301
2015/3/13,0.030944,0.03226,0.033305,0.034879
2015/3/12,0.030495,0.032016,0.032825,0.034412
2015/3/11,0.030615,0.032085,0.032969,0.034466
2015/3/10,0.030812,0.032711,0.033269,0.035228
2015/3/9,0.030787,0.032563,0.033327,0.034922
2015/3/6,0.030576,0.032515,0.033015,0.034753
2015/3/5,0.030518,0.031961,0.032882,0.034369
2015/3/4,0.030291,0.031524,0.032406,0.033869
2015/3/3,0.030341,0.031364,0.032541,0.034022
2015/3/2,0.030488,0.031428,0.03233,0.033883
2015/2/28,0.030396,0.031311,0.032164,0.033602
2015/2/27,0.030438,0.031142,0.032128,0.033745
2015/2/26,0.030353,0.030762,0.031934,0.033594
2015/2/25,0.030353,0.030764,0.031821,0.03349
2015/2/17,0.030624,0.030948,0.031974,0.033373
2015/2/16,0.030801,0.030588,0.031967,0.033374
2015/2/15,0.030656,0.030733,0.032118,0.033625
2015/2/13,0.030859,0.030872,0.032167,0.033552
2015/2/12,0.030872,0.031145,0.032509,0.033865
2015/2/11,0.030928,0.031308,0.032856,0.033955
2015/2/10,0.030932,0.031443,0.033277,0.034299
2015/2/9,0.030856,0.031536,0.03328,0.034236
2015/2/6,0.030912,0.031377,0.033498,0.034325
2015/2/5,0.030804,0.03098,0.033384,0.034018
2015/2/4,0.030906,0.031788,0.033697,0.034589
2015/2/3,0.030907,0.032033,0.033787,0.034533
2015/2/2,0.030832,0.032044,0.033753,0.034729
2015/1/30,0.030963,0.032198,0.034117,0.035019
2015/1/29,0.03098,0.031927,0.034086,0.034966
2015/1/28,0.030955,0.031794,0.033806,0.034767
2015/1/27,0.030817,0.031701,0.03322,0.034309
2015/1/26,0.031427,0.031534,0.033272,0.034341
2015/1/23,0.031606,0.03196,0.033513,0.03452
2015/1/22,0.031652,0.032055,0.033651,0.034521
2015/1/21,0.031752,0.032161,0.03382,0.034672
2015/1/20,0.031812,0.032166,0.03399,0.034711
2015/1/19,0.031887,0.032254,0.034013,0.03475
2015/1/16,0.032029,0.032248,0.034011,0.035017
2015/1/15,0.032059,0.032267,0.034575,0.035464
2015/1/14,0.032012,0.03246,0.034379,0.035411
2015/1/13,0.032014,0.032681,0.034551,0.035836
2015/1/12,0.032146,0.033025,0.035217,0.036371
2015/1/9,0.031787,0.033337,0.035212,0.036348
2015/1/8,0.03189,0.033146,0.035199,0.036415
2015/1/7,0.031767,0.033255,0.035001,0.036408
2015/1/6,0.032189,0.033589,0.035238,0.036353
2015/1/5,0.032314,0.033783,0.03522,0.036251
2015/1/4,0.032537,0.033759,0.035221,0.036285
2014/12/31,0.032586,0.033631,0.035126,0.036219
2014/12/30,0.032486,0.033653,0.035222,0.036213
2014/12/29,0.03273,0.033683,0.035308,0.036213
2014/12/26,0.033189,0.034178,0.035357,0.036339
2014/12/25,0.033418,0.0337,0.035259,0.036305
2014/12/24,0.034005,0.034048,0.035027,0.035975
2014/12/23,0.034801,0.034129,0.03575,0.036604
2014/12/22,0.03495,0.034557,0.035909,0.03703
2014/12/19,0.03525,0.034807,0.035875,0.037106
2014/12/18,0.034999,0.034612,0.036102,0.037614
2014/12/17,0.034383,0.034469,0.03611,0.037377
2014/12/16,0.033283,0.034171,0.036546,0.037522
2014/12/15,0.033309,0.034603,0.036808,0.037815
2014/12/12,0.033326,0.034412,0.036658,0.037513
2014/12/11,0.033609,0.034355,0.036682,0.037282
2014/12/10,0.033769,0.034363,0.036101,0.037111
2014/12/9,0.033669,0.03525,0.037094,0.037532
2014/12/8,0.031983,0.034731,0.037104,0.037918
2014/12/5,0.031431,0.034337,0.036549,0.037759
2014/12/4,0.030557,0.033833,0.035729,0.036633
2014/12/3,0.030643,0.033355,0.035372,0.036238
2014/12/2,0.030443,0.032873,0.034655,0.035553
2014/12/1,0.030243,0.032689,0.033946,0.035145
2014/11/28,0.030347,0.032913,0.034036,0.035249
2014/11/27,0.030302,0.032868,0.034139,0.035243
2014/11/26,0.030302,0.032725,0.034002,0.035228
2014/11/25,0.030041,0.032845,0.033802,0.035216
2014/11/24,0.031325,0.032846,0.033727,0.034767
2014/11/21,0.032686,0.033831,0.035141,0.036514
2014/11/20,0.032121,0.033688,0.034833,0.036521
2014/11/19,0.031522,0.033576,0.034318,0.036154
2014/11/18,0.031522,0.033204,0.034637,0.03607
2014/11/17,0.031692,0.033416,0.034937,0.036609
2014/11/14,0.031544,0.032945,0.034638,0.036466
2014/11/13,0.031517,0.03274,0.034229,0.035924
2014/11/12,0.031515,0.032308,0.033728,0.03556
2014/11/11,0.031555,0.03227,0.033217,0.034981
2014/11/10,0.0318,0.032428,0.033518,0.035132
2014/11/7,0.031972,0.032791,0.034017,0.035631
2014/11/6,0.032329,0.033335,0.034664,0.036223
2014/11/5,0.032463,0.03317,0.034563,0.036117
2014/11/4,0.032426,0.033277,0.034895,0.036412
2014/11/3,0.032953,0.033772,0.035101,0.037007
2014/10/31,0.033555,0.034376,0.035571,0.037559
2014/10/30,0.03381,0.034558,0.035571,0.037688
2014/10/29,0.034024,0.034545,0.0355,0.037176
2014/10/28,0.034163,0.034954,0.035519,0.037424
2014/10/27,0.034516,0.035248,0.035868,0.037756
2014/10/24,0.034966,0.03512,0.035768,0.038013
2014/10/23,0.034764,0.035328,0.035662,0.038108
2014/10/22,0.034851,0.035317,0.035539,0.037929
2014/10/21,0.034849,0.035114,0.035524,0.037323
2014/10/20,0.03501,0.035316,0.035879,0.037441
2014/10/17,0.035385,0.036002,0.036139,0.03811
2014/10/16,0.035672,0.036111,0.036903,0.038116
2014/10/15,0.036355,0.036413,0.037153,0.038215
2014/10/14,0.036716,0.037013,0.037689,0.039015
2014/10/13,0.03721,0.037809,0.038814,0.039953
2014/10/11,0.037262,0.038059,0.038894,0.039965
2014/10/10,0.037358,0.038182,0.039148,0.040131
2014/10/9,0.037409,0.038205,0.039146,0.040014
2014/10/8,0.037408,0.038206,0.039098,0.03993
2014/9/30,0.037401,0.038121,0.039098,0.039824
2014/9/29,0.037511,0.038256,0.039204,0.039925
2014/9/28,0.037401,0.038456,0.039328,0.040227
2014/9/26,0.037462,0.038617,0.039228,0.040092
2014/9/25,0.037521,0.038613,0.039226,0.040025
